id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
28,Medical,Seizure,The seizure patient continues to have tonic-clonic activity. It has now been 6 minutes since seizure onset. His glucose is 118 mg/dL. He remains cyanotic with SpO2 84% and his seizure activity continues unabated. Your protocols authorize benzodiazepine administration for status epilepticus. What medication and dose is appropriate?,Diazepam 20 mg IV push,Midazolam 10 mg IM or 5 mg IV or per protocol. Midazolam IM is as effective as IV lorazepam and is preferred when IV access is difficult,Phenytoin 1000 mg IV is first-line for seizures,No medication should be given until the seizure stops,B,Status epilepticus is traditionally defined as seizure activity lasting greater than 5 minutes or recurrent seizures without return to baseline. Benzodiazepines are first-line treatment. Midazolam 10 mg IM is the preferred prehospital treatment when IV access is not established as IM absorption is rapid and reliable. If IV access is available midazolam 5 mg IV lorazepam 4 mg IV or diazepam 5-10 mg IV are options depending on protocols. Midazolam can also be given intranasally at 10 mg using a mucosal atomizer. Be prepared for respiratory depression after benzodiazepine administration and have BVM ready.
29,Medical,Seizure,After midazolam 10 mg IM the seizure stops. The patient is now postictal making incomprehensible sounds and not following commands. His respirations are 10 per minute and shallow with SpO2 88% on high-flow oxygen. He is limp but withdraws from painful stimuli. What is the postictal period and how should you manage this patient?,The postictal period is when patients are most likely to have another seizure so give more midazolam,The postictal period is the recovery phase after a seizure characterized by confusion lethargy and sometimes focal deficits. His slow respirations are concerning for benzodiazepine effect combined with postictal state. Assist ventilations with BVM if needed monitor closely and be prepared for airway intervention,He should be fully alert immediately after the seizure stops,The postictal period is permanent brain damage from the seizure,B,The postictal period is a transient state following seizure characterized by confusion lethargy sometimes aggression focal neurological deficits called Todd paralysis and gradual return to baseline over minutes to hours. This patient has combined postictal depression and benzodiazepine effect causing respiratory depression. The respiratory rate of 10 with SpO2 88% requires intervention. Assist ventilations with BVM targeting SpO2 greater than 94% and adequate chest rise. Consider airway adjuncts if needed. Continue monitoring as he may improve as both the postictal state and benzodiazepine effects wear off. Transport for evaluation.
30,Medical,Seizure,A 4-year-old girl had a generalized seizure lasting about 2 minutes that has now stopped. Her mother reports she has had fever for 2 days from an ear infection. The child is now crying and recognizes her mother. Temperature is 102.8F and other vital signs are appropriate for age. She has no history of seizures or epilepsy. What type of seizure was this and what should you tell the mother?,This child has epilepsy and will need lifelong medication,This was most likely a simple febrile seizure which occurs in children 6 months to 5 years associated with fever. Simple febrile seizures are benign with excellent prognosis and most children do not develop epilepsy. Transport for evaluation of the fever source,Febrile seizures cause brain damage,This is not a seizure because it was caused by fever,B,Simple febrile seizures are the most common seizure type in children occurring in 2-5% of children between 6 months and 5 years. They are associated with fever usually from viral illness are generalized last less than 15 minutes and do not recur within 24 hours. Prognosis is excellent with no increased risk of developmental problems and only slightly higher risk of epilepsy 2-4% vs 1% in general population. The child should be transported for evaluation of the fever source in this case ear infection. Reassure the mother that febrile seizures while frightening to witness are generally benign.
31,Medical,Altered Mental Status,A 78-year-old female is found by her daughter confused and difficult to arouse. The daughter states her mother was fine when she spoke to her on the phone last night. The patient lives alone and has a history of diabetes hypertension and urinary incontinence issues. She is lethargic and oriented only to name. She is warm to touch and her breathing is slightly rapid. Vital signs are BP 98/62 HR 108 RR 22 SpO2 95% Temp 101.8F. Blood glucose is 168 mg/dL. Urine has a foul odor. What is the most likely cause of her altered mental status?,She is having a stroke,She most likely has a urinary tract infection progressing to sepsis. UTI is the most common cause of altered mental status in elderly patients. The fever tachycardia hypotension and foul-smelling urine support this,She has dementia and this is her baseline,Her blood sugar is too high and she has DKA,B,Urinary tract infection is the most common cause of acute altered mental status in elderly patients especially women. Elderly patients often present with atypical symptoms of infection without classic symptoms like dysuria or frequency. Instead they present with confusion lethargy weakness or falls. This patient has signs of sepsis from UTI including fever tachycardia hypotension and altered mental status. The foul-smelling urine supports UTI as the source. Treatment includes IV access fluid bolus for hypotension and sepsis and rapid transport. Consider early notification of possible sepsis to the receiving facility.
32,Medical,Altered Mental Status,A 45-year-old male is found unresponsive by coworkers at a construction site. He was working in the heat and collapsed. He is unresponsive to voice but withdraws from pain. His skin is hot dry and flushed. Vital signs are BP 102/68 HR 132 RR 28 SpO2 94% Temp by temporal reading is 104.8F. His coworkers say he complained of headache and nausea before becoming confused and then collapsing. What is happening and what is the treatment priority?,He is having heat exhaustion and needs to rest in shade,He has heat stroke which is a life-threatening emergency. The hot dry skin altered mental status and temperature greater than 104F indicate thermoregulatory failure. Immediate aggressive cooling is the priority,This is heat cramps from electrolyte loss,He is having a diabetic emergency,B,Heat stroke is defined by core temperature greater than 104F with central nervous system dysfunction. Classic heat stroke often presents with hot dry skin indicating loss of the sweating mechanism though exertional heat stroke may still have sweating. This is a life-threatening emergency with mortality exceeding 50% if cooling is delayed. Immediate treatment priorities are aggressive cooling including removing clothing applying ice packs to neck axillae and groin wetting skin and fanning to promote evaporative cooling and cold IV fluids if available. Target temperature below 102F within 30 minutes. Altered mental status should improve with cooling.
33,Medical,Altered Mental Status,A 52-year-old male was found by police in an alley. He is confused and staggering with slurred speech. He has an odor of alcohol on his breath. His clothes are disheveled and he has no identification. He is verbally abusive and refuses to cooperate with your exam. Vital signs are BP 148/92 HR 96 RR 16 SpO2 96%. Blood glucose is 78 mg/dL. You notice a healing laceration on his forehead. Why is it dangerous to assume this patient is simply intoxicated?,Alcohol intoxication is not dangerous and does not require treatment,Multiple conditions can mimic intoxication including hypoglycemia head injury stroke postictal state diabetic emergencies and toxic ingestions. The head laceration raises concern for traumatic brain injury. Assume the worst diagnose and transport for evaluation,If he smells like alcohol he is definitely just drunk,He is being difficult so he does not need medical care,B,Altered mental status with alcohol odor should never be simply attributed to intoxication until other causes are excluded. Life-threatening conditions that can mimic intoxication include hypoglycemia head injury especially subdural hematoma in intoxicated patients who fall stroke postictal state diabetic emergencies overdose and sepsis. This patient has a head laceration suggesting recent trauma and possible intracranial injury. Intoxicated patients are at high risk for falls and resultant head injury. His blood glucose is normal but he still needs evaluation. Do not let alcohol odor prevent thorough assessment and appropriate transport.
34,Medical,Overdose,A 24-year-old male is found unresponsive in a park bathroom by security. There is drug paraphernalia nearby including a syringe and burnt spoon. He is unresponsive to all stimuli. His respirations are 6 per minute and shallow. His pupils are pinpoint and equal. His skin is pale and cyanotic around the lips. Vital signs are BP 88/54 HR 52 RR 6 SpO2 76%. What is the likely cause and what is the AEMT treatment?,He is sleeping and should be left alone,This is opioid overdose causing respiratory depression. Immediately ventilate with BVM and high-flow oxygen then administer naloxone 0.4-2 mg IV IM or intranasal. The priority is ventilation as hypoxia kills faster than you can give naloxone,Give naloxone 10 mg IV immediately,Check his blood sugar and give dextrose,B,Opioid overdose causes the classic triad of respiratory depression decreased level of consciousness and pinpoint pupils. This patient is critically hypoxic and hypoventilating. The immediate priority is restoring oxygenation through BVM ventilation with high-flow oxygen. Naloxone is an opioid antagonist that reverses opioid effects. Give naloxone 0.4-2 mg IV IM or intranasal while continuing to assist ventilations. Naloxone onset is 2-5 minutes depending on route. The goal is to restore adequate spontaneous respirations not necessarily full consciousness. Titrate to respiratory effort to avoid precipitating severe withdrawal in opioid-dependent patients.
35,Medical,Overdose,You have given naloxone 2 mg IV to the opioid overdose patient. Within 3 minutes he awakens suddenly and becomes extremely agitated pulling at his IV and trying to get up. He is sweating complaining of severe abdominal cramps and muscle aches. He is angry and wants to leave immediately. His respirations are now 18 per minute and SpO2 is 96%. What is happening and what should you counsel him about?,The naloxone caused these symptoms and you gave too much,He is experiencing acute opioid withdrawal precipitated by naloxone. More importantly naloxone has a shorter duration 30-90 minutes than most opioids so he is at risk for re-sedation and recurrent respiratory depression when the naloxone wears off. He needs monitoring,He is fine now and can safely leave,Give more naloxone to prevent recurrence,B,Naloxone reverses opioid effects by competitively binding opioid receptors displacing the drug. In opioid-dependent patients this precipitates acute withdrawal with agitation nausea vomiting diarrhea abdominal cramps diaphoresis and piloerection. This is uncomfortable but not life-threatening. More importantly naloxone has a shorter duration 30-90 minutes than many opioids especially long-acting formulations or fentanyl analogs. When the naloxone wears off the remaining opioid can cause recurrent respiratory depression and death. This patient needs transport and monitoring. If he refuses document thoroughly and ensure he understands the re-sedation risk.
36,Medical,Overdose,A 35-year-old female is found confused and agitated by her husband. He states she has been depressed and found empty pill bottles of her amitriptyline a tricyclic antidepressant nearby. She is disoriented and picking at things that are not there. Her skin is hot dry and flushed. Her pupils are dilated. She has dry mouth. Heart rate is 132 and the rhythm on the monitor shows a wide QRS complex. Vital signs are BP 88/62 HR 132 RR 20 SpO2 96% Temp 100.8F. What toxidrome is this and what rhythm abnormality is concerning?,This is opioid overdose and she needs naloxone,This is anticholinergic toxidrome hot as a hare dry as a bone red as a beet blind as a bat mad as a hatter. The wide QRS complex indicates cardiac sodium channel blockade from TCA which can progress to fatal arrhythmias. This is a critical poisoning,This is serotonin syndrome,She is having a psychiatric emergency,B,Tricyclic antidepressant overdose causes anticholinergic toxidrome with the classic findings remembered as hot as a hare hyperthermia dry as a bone dry skin and mucous membranes red as a beet flushed skin blind as a bat dilated pupils and mad as a hatter altered mental status hallucinations. The cardiac toxicity is life-threatening. TCAs block sodium channels causing QRS widening and can progress to ventricular arrhythmias. QRS greater than 100ms indicates significant toxicity. At AEMT level provide supportive care IV access monitoring and rapid transport. Sodium bicarbonate is the specific treatment but is typically ALS or hospital level.
37,Medical,Behavioral,A 28-year-old male is reported by family to be behaving erratically. He has been awake for 3 days appears paranoid and believes people are trying to kill him. He is agitated pacing and talking rapidly. His speech is pressured and he jumps from topic to topic. He has a history of bipolar disorder and stopped taking his lithium 2 weeks ago. He is becoming increasingly threatening toward family members. Vital signs are BP 152/94 HR 112 RR 18 SpO2 98% Temp 98.8F. What is likely happening and what is the safety priority?,He is having a panic attack and needs reassurance,He is likely experiencing an acute manic episode with psychotic features. Safety is the priority for you your partner the patient and family. Maintain safe distance do not corner him speak calmly and prepare for potential need for chemical or physical restraint,He is intoxicated on stimulants,Immediately restrain him before he hurts someone,B,This patient shows signs of acute mania including decreased need for sleep pressured speech racing thoughts and paranoid delusions which can occur in severe mania. The paranoia and threatening behavior make him potentially dangerous. Safety priorities include maintaining safe distance keeping exits accessible using calm non-confrontational communication avoiding arguing with delusions and having law enforcement available if needed. Request additional resources before attempting transport. Chemical sedation may be needed if he cannot be safely transported. At AEMT level your role is scene safety and de-escalation with transport for psychiatric evaluation and medical clearance.
38,Medical,Behavioral,You respond to a 22-year-old female who according to her roommate took a bunch of pills about 30 minutes ago. The patient appears drowsy but arousable. There are empty pill bottles nearby including acetaminophen and ibuprofen. She admits she wanted to hurt herself because her boyfriend broke up with her. She now states she regrets it and is scared. Vital signs are normal. She is cooperative and wants help. What are the medical and psychiatric priorities for this patient?,Since she regrets it and her vital signs are normal she can refuse transport,She needs transport for both medical and psychiatric evaluation. Acetaminophen overdose may not show symptoms initially but can cause fatal liver failure days later. She also needs psychiatric evaluation for suicidal ideation. Do not leave her alone,Her vital signs are normal so the overdose was not serious,Have her drink milk to neutralize the pills,B,This patient has two critical needs: medical evaluation for potential acetaminophen toxicity and psychiatric evaluation for suicidal ideation. Acetaminophen overdose is particularly dangerous because patients are often asymptomatic initially but can develop fatal hepatic failure 24-72 hours later. The antidote N-acetylcysteine is most effective when given within 8 hours. Even if her vital signs are normal she needs evaluation and possible treatment. The psychiatric component requires evaluation for suicidal ideation risk assessment and appropriate intervention. Do not leave a suicidal patient alone and transport to a facility capable of both medical and psychiatric care.
39,Medical,Behavioral,A 32-year-old male is found by police running naked in traffic. He is extremely agitated screaming incoherently and fighting with officers. Despite being tased twice and restrained by four officers he continues to struggle with apparent superhuman strength. He is sweating profusely and his skin is hot to touch. His eyes are wild and he is making grunting sounds. Police report finding drug paraphernalia at his apartment. Vital signs are difficult to obtain but heart rate appears very rapid. What syndrome should you suspect and what is the danger?,This is psychiatric emergency only and he needs to go to a psychiatric facility,This is likely excited delirium syndrome. This is a medical emergency with risk of sudden death particularly from restraint and hyperthermia. Cool him down watch for sudden cardiac arrest and avoid prone restraint which can cause positional asphyxia,He is just high on drugs and will calm down eventually,Apply more physical restraint to control him,B,Excited delirium is a syndrome of extreme agitation hyperthermia superhuman strength pain tolerance and bizarre behavior often associated with stimulant drugs or psychiatric illness. It carries high risk of sudden death especially during restraint. The mechanism includes catecholamine surge hyperthermia acidosis and positional asphyxia from prone restraint. Management priorities include recognizing the medical emergency active cooling chemical sedation if available and within scope and avoiding prolonged prone restraint or pressure on the chest and abdomen. Place in lateral position as soon as possible. Monitor closely for sudden cardiac arrest. This is a medical emergency not just a behavioral problem.
40,Medical,Abdominal,A 45-year-old male presents with severe right lower quadrant abdominal pain that started around his umbilicus yesterday and has now localized to his right lower abdomen. He has had nausea and vomited twice. He has no appetite. He has low-grade fever of 100.4F. Vital signs are BP 138/88 HR 98 RR 18 SpO2 98%. On exam his abdomen is tender in the right lower quadrant with guarding and he has rebound tenderness. He points to a spot between his umbilicus and right hip crest as the most painful area. What condition is most likely and what is this point called?,He has gastroenteritis and needs antiemetics,This is classic appendicitis. The point of maximal tenderness is McBurney point located one-third the distance from the right anterior superior iliac spine to the umbilicus. The migration of pain from periumbilical to RLQ rebound tenderness and fever strongly suggest appendicitis,He has a kidney stone,He has food poisoning,B,Appendicitis classically presents with periumbilical pain that migrates to the right lower quadrant as inflammation progresses to involve the parietal peritoneum. McBurney point is the classic location of maximal tenderness. Associated symptoms include anorexia nausea vomiting and low-grade fever. Rebound tenderness indicates peritoneal inflammation. This patient needs surgical evaluation as untreated appendicitis can progress to perforation and peritonitis. At AEMT level treatment is supportive including IV access positioning for comfort possibly IV antiemetics if available and transport. NPO status nothing by mouth should be maintained in case surgery is needed.
41,Medical,Abdominal,A 62-year-old female with a history of atrial fibrillation presents with severe diffuse abdominal pain that she says is worse than any pain she has ever experienced. She rates it 10 out of 10. Surprisingly when you examine her abdomen it is soft and non-tender with normal bowel sounds. She is writhing in pain and appears very ill. Vital signs are BP 108/72 HR 118 irregular RR 22 SpO2 95%. She takes warfarin for her atrial fibrillation. What condition should you suspect and why is the physical exam misleading?,Her exam is normal so her pain is exaggerated,Suspect mesenteric ischemia or ischemic bowel. The classic presentation is pain out of proportion to physical exam findings. Her atrial fibrillation is a risk factor for arterial embolism to the mesenteric vessels. This is a vascular emergency with high mortality,She has irritable bowel syndrome,The pain is from her warfarin,B,Mesenteric ischemia occurs when blood flow to the intestines is compromised usually from arterial embolism arterial thrombosis or venous thrombosis. Atrial fibrillation is a major risk factor as clots can embolize from the heart to the superior mesenteric artery. The classic presentation is severe abdominal pain out of proportion to physical examination findings. Early in the course the bowel is ischemic but not yet necrotic so the abdomen may be soft and non-tender despite severe pain. Later peritonitis develops as bowel necrosis occurs. This is a time-critical vascular emergency with mortality exceeding 60-80%. Rapid transport for surgical evaluation is essential.
42,Medical,Abdominal,A 55-year-old male with a history of alcohol abuse presents with vomiting blood. He has vomited approximately 500 mL of bright red blood and blood clots since symptoms began 1 hour ago. He has a history of liver cirrhosis. He appears pale and is anxious. Vital signs are BP 92/58 HR 128 RR 22 SpO2 96%. His abdomen is distended with a fluid wave. He has visible dilated veins on his abdominal wall. What is the likely source of bleeding and what is the treatment priority?,He has a stomach ulcer and needs antacids,He likely has bleeding esophageal varices from portal hypertension due to cirrhosis. This is life-threatening hemorrhage. Priorities are airway protection given risk of massive hematemesis large-bore IV access fluid resuscitation and rapid transport,He has food poisoning,Give him water to dilute the blood,B,Esophageal varices are dilated veins in the esophagus that develop from portal hypertension usually due to cirrhosis. When these varices rupture they can cause massive life-threatening hemorrhage. Signs of portal hypertension include ascites fluid wave and caput medusae dilated abdominal wall veins. This patient is in hemorrhagic shock with hypotension and tachycardia. Priorities include airway protection as these patients can vomit massive amounts of blood large-bore IV access two lines if possible crystalloid fluid resuscitation per hemorrhagic shock protocols and rapid transport. Definitive treatment requires endoscopy for banding or sclerotherapy and possible balloon tamponade.
43,Medical,Renal,A 68-year-old male with end-stage renal disease on dialysis presents with weakness and palpitations. He missed his last two dialysis sessions. He feels generally weak and slightly short of breath. His lower extremities are edematous. Vital signs are BP 158/94 HR 52 irregular RR 20 SpO2 93% on room air. The cardiac monitor shows a slow irregular rhythm with peaked T waves and widened QRS complexes. What electrolyte abnormality is most likely and why is this immediately life-threatening?,He has low potassium from not eating,He has hyperkalemia from missing dialysis. The ECG changes peaked T waves wide QRS indicate cardiac toxicity from elevated potassium which can progress to fatal arrhythmias including ventricular fibrillation and asystole,His symptoms are from fluid overload only,The bradycardia is normal for someone his age,B,Dialysis patients who miss treatments develop hyperkalemia because the kidneys cannot excrete potassium. ECG changes progress as potassium rises: peaked T waves at 5.5-6.5 mEq/L prolonged PR and QRS widening at 6.5-7.5 mEq/L loss of P waves and sine wave pattern at levels above 8 mEq/L followed by VF or asystole. This is immediately life-threatening. At AEMT level establish IV access avoid any potassium-containing fluids like lactated Ringer's monitor cardiac rhythm closely and transport emergently. If cardiac arrest occurs standard ACLS plus calcium chloride or gluconate if available stabilizes the cardiac membrane. Alert the hospital to prepare for emergent dialysis.
44,Medical,Renal,A 45-year-old male presents with severe colicky flank pain radiating to his groin. The pain started suddenly 2 hours ago and comes in waves. He is pacing and cannot find a comfortable position. He is nauseated and has vomited once. He has a history of kidney stones. Vital signs are BP 148/92 HR 104 RR 18 SpO2 98%. His abdomen is soft with mild tenderness in the left CVA region. Urine shows blood on dipstick. What is the likely diagnosis and what is appropriate AEMT treatment?,He has appendicitis,He most likely has a kidney stone or nephrolithiasis. Treatment includes IV access IV fluid bolus antiemetics if available and analgesics for pain if within protocol. Patients with kidney stones often cannot get comfortable and may pace or writhe unlike peritonitis where patients lie still,He has a urinary tract infection,He needs emergency surgery,B,Kidney stones cause severe colicky pain as the stone passes through the ureter. The pain typically radiates from flank to groin following the ureteral path. Patients are often unable to find a comfortable position and pace or writhe which differentiates renal colic from peritonitis where patients lie still to avoid aggravating peritoneal inflammation. Hematuria blood in urine from ureteral mucosal trauma is common. At AEMT level treatment includes IV access IV fluid bolus which may help flush the stone and dilute urine antiemetics for nausea like ondansetron if available and pain medication per protocols. Most stones pass spontaneously but transport for imaging and pain management is appropriate.
45,Medical,Endocrine,A 65-year-old female presents with altered mental status. Her husband states she has been increasingly confused and lethargic over the past few days. She has had constipation and complains of muscle aches. Her face appears puffy and her voice is hoarse and slow. Her skin is dry and cool. She moves and speaks very slowly. Vital signs are BP 98/64 HR 52 RR 12 SpO2 92% Temp 96.2F. She takes levothyroxine but her husband thinks she may have run out several weeks ago. What condition should you suspect?,She has hypothermia from being outside,She likely has severe hypothyroidism or myxedema coma. Signs include altered mental status hypothermia bradycardia hypotension puffy face coarse skin and slow movements and speech. This is life-threatening and requires supportive care and hospital treatment,She has dementia,Her symptoms are normal aging changes,B,Myxedema coma is severe decompensated hypothyroidism that is life-threatening. It often occurs when hypothyroid patients stop taking thyroid medication or experience physiological stress. Classic features include altered mental status hypothermia sometimes profound bradycardia hypotension hypoventilation facial puffiness myxedema dry coarse skin and slowed movements and speech. Precipitants include cold exposure infection medication non-compliance and illness. At AEMT level treatment is supportive including gentle passive rewarming avoid active rewarming which can cause cardiovascular collapse airway support oxygen IV access with glucose and fluid and transport. Definitive treatment requires IV thyroid hormone.
46,Medical,Infectious,A 45-year-old male presents with fever productive cough and shortness of breath for 3 days. His cough produces rust-colored sputum. He has right-sided chest pain that worsens with breathing. He has a history of COPD and diabetes. Vital signs are BP 102/68 HR 108 RR 26 SpO2 89% on room air Temp 102.4F. Lung sounds reveal crackles and decreased breath sounds at the right base. What is the likely diagnosis and what makes this patient high-risk?,He has bronchitis and just needs cough medicine,He has community-acquired pneumonia. Rust-colored sputum suggests pneumococcal pneumonia. His diabetes and COPD put him at high risk for complications. He shows signs of sepsis with fever tachycardia and borderline hypotension,He is having a COPD exacerbation only,His symptoms will resolve without treatment,B,Pneumonia presents with fever productive cough dyspnea and pleuritic chest pain. Rust-colored sputum is classic for Streptococcus pneumoniae. This patient has multiple risk factors including COPD which impairs lung defenses and diabetes which impairs immune function. His vital signs show concerning features suggestive of sepsis including fever tachycardia borderline hypotension and tachypnea. Treatment includes supplemental oxygen titrated to SpO2 greater than 92% IV access and fluid bolus if hypotensive. Monitor for deterioration. He needs antibiotics promptly at the hospital. Consider early notification to the hospital if sepsis is suspected.
47,Medical,Infectious,A 22-year-old college student presents with severe headache fever and stiff neck. His roommate states he has been sick for 2 days but became confused today. He has a rash on his trunk and extremities that appears as small red spots that do not blanch with pressure. He is photophobic and keeps his eyes closed. Vital signs are BP 96/58 HR 124 RR 24 SpO2 96% Temp 103.8F. He is oriented to name only and has obvious neck stiffness with pain on flexion. What do you suspect and what precautions are needed?,He has the flu and needs rest and fluids,This presentation suggests bacterial meningitis possibly meningococcal given the petechial rash. Use droplet precautions mask on patient and you and treat for sepsis with IV fluids. This is life-threatening and highly time-sensitive. Alert the hospital,He has a migraine from stress,The rash is from an allergy,B,Bacterial meningitis presents with fever headache neck stiffness and altered mental status. The petechial non-blanching rash is highly concerning for meningococcemia Neisseria meningitidis which can progress rapidly to septic shock DIC and death within hours. Meningitis is spread via respiratory droplets so place a mask on the patient and wear a mask yourself. This patient has signs of sepsis requiring IV access and fluid resuscitation. Alert the hospital so they can prepare for isolation and immediate antibiotic administration. You may need post-exposure prophylaxis so document the exposure and notify your supervisor.
48,Medical,Neurologic,A 72-year-old female presents after a fall. Her husband states she has been having falls frequently over the past few months. She has shuffling gait stooped posture and her hands have a resting tremor. Her face appears expressionless. She moves slowly and has difficulty getting out of her chair. She has no apparent injury from the fall. She has a history of Parkinson disease and takes carbidopa-levodopa. What features of Parkinson disease contribute to her fall risk and what should you assess?,Her falls are just from normal aging,Parkinson disease causes bradykinesia slow movement rigidity resting tremor and postural instability which all contribute to fall risk. Assess for injuries from this and prior falls check blood pressure lying and standing for orthostatic hypotension which is common in Parkinson and ensure she is taking her medications regularly,She is falling on purpose for attention,Her medications are causing the falls,B,Parkinson disease causes motor symptoms that significantly increase fall risk including bradykinesia which impairs reaction time to prevent falls rigidity which limits protective movements postural instability which impairs balance and festinating gait shuffling hurrying steps. Additionally Parkinson patients often have orthostatic hypotension from autonomic dysfunction and from medications. Check orthostatic blood pressure lying and standing. These patients are also at risk for complications from falls including hip fractures and subdural hematomas. Ensure she has not sustained occult injuries and that she is compliant with her medications.
49,Medical,Environmental,A 35-year-old hiker is found by his companions at a mountain campsite above 10000 feet. He ascended rapidly yesterday and has developed severe headache nausea vomiting and is now confused and ataxic stumbling gait. His companions note he was fine yesterday at lower altitude. Vital signs are BP 142/88 HR 102 RR 24 SpO2 86% on room air. His lips are cyanotic and he has crackles in his lungs. What altitude illness does he have and what is the treatment?,He has altitude sickness and needs to rest at this altitude,He has high altitude cerebral edema HACE and possibly high altitude pulmonary edema HAPE. This is life-threatening. Immediate treatment is descent to lower altitude supplemental oxygen and dexamethasone if available. Do not wait for improvement at current altitude,He has the flu from another hiker,His symptoms will improve with acclimatization if he waits,B,High altitude cerebral edema HACE presents with severe headache ataxia and altered mental status and represents severe altitude illness. The presence of pulmonary crackles with hypoxia suggests concurrent high altitude pulmonary edema HAPE. Both conditions are life-threatening. The only definitive treatment is descent to lower altitude even 1000-2000 feet can be lifesaving. Supplemental oxygen improves symptoms. Dexamethasone 8mg then 4mg every 6 hours treats HACE. Nifedipine treats HAPE. At your level provide oxygen assist with descent and transport to lower altitude and medical care. Do not wait for improvement without descent.
50,Medical,General,You respond to a 50-year-old male with general weakness. On assessment you find his vital signs are normal his blood glucose is 92 mg/dL and physical exam reveals no obvious abnormality. He is vague about his symptoms stating he just does not feel right and has had weakness for a few days. He has no significant medical history. He is reluctant to go to the hospital and states he probably just needs rest. What is the appropriate approach to this patient?,Tell him his exam is normal and he does not need transport,Take his concerns seriously complete a thorough assessment and recommend transport for evaluation. Vague symptoms in a 50-year-old male can represent serious conditions including cardiac disease malignancy or other occult illness. Document your findings recommendations and his response,He is wasting EMS resources with vague complaints,His symptoms are probably psychiatric,B,Vague symptoms like weakness and not feeling right in middle-aged adults should be taken seriously. Many serious conditions including acute coronary syndrome malignancy infections and metabolic disorders can present with nonspecific symptoms early in their course. A thorough assessment including history vital signs physical exam and blood glucose is essential. Even if findings are normal the patient should be offered transport for further evaluation. If he refuses thoroughly document your assessment findings the advice you provided and his informed refusal. Never dismiss patient concerns based on normal field findings as prehospital assessment has significant limitations.
