id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
29,Neurology,Spinal Cord Injury,The patient from the diving accident has been immobilized and you are transporting. He has weakness in both arms with hands weaker than shoulders and has some leg movement. Sensation is decreased in a cape-like distribution over shoulders and arms but intact in the legs. This pattern suggests incomplete spinal cord injury. What specific syndrome does this pattern suggest?,Anterior cord syndrome,Central cord syndrome with greater upper extremity weakness than lower extremity due to central gray matter injury. This typically occurs with hyperextension injuries,Brown-Sequard syndrome,Cauda equina syndrome,B,Central cord syndrome is the most common incomplete spinal cord injury. It occurs when damage primarily affects the central gray matter of the cervical spinal cord typically from hyperextension injuries. Because motor fibers to the arms are located more centrally in the corticospinal tracts than those to the legs arm weakness is greater than leg weakness. Sensory findings vary but may include a cape-like distribution. Central cord syndrome has the best prognosis of incomplete injuries with many patients regaining significant function particularly in the lower extremities. Bowel and bladder function often recovers as well.
30,Neurology,Spinal Cord Injury,A 32-year-old male was assaulted and stabbed in the back of the neck on the right side. He has weakness and loss of position sense in his right arm and leg but preserved pain and temperature sensation on the right. He has loss of pain and temperature sensation on the left side but strength and position sense are intact on the left. Vital signs are stable. What spinal cord syndrome does this represent?,Complete cord transection,Brown-Sequard syndrome or cord hemisection. Ipsilateral motor and proprioception loss with contralateral pain and temperature loss,Central cord syndrome,Anterior cord syndrome,B,Brown-Sequard syndrome results from hemisection or lateral injury to one side of the spinal cord often from penetrating trauma. The findings reflect the anatomy of spinal cord tracts. The corticospinal motor tract and dorsal columns proprioception and vibration have ipsilateral function meaning they do not cross until the brainstem so damage causes ipsilateral deficits. The spinothalamic tract pain and temperature crosses within 1-2 levels of entering the cord so damage causes contralateral deficits. Brown-Sequard syndrome has the best prognosis of all incomplete cord injuries with most patients regaining ambulatory function.
31,Neurology,Spinal Cord Injury,A 68-year-old male with ankylosing spondylitis is brought in after a fall from standing height. He fell backward and hit his head. He complains of severe neck pain and has weakness in all four extremities. He is having difficulty breathing with shallow respirations. Vital signs are BP 88/54 HR 52 RR 24 shallow SpO2 88% on room air. His spine is rigid and fused in a flexed position. Why is this patient at high risk for spinal cord injury and what is the respiratory concern?,His fused spine is protective and he is low risk,Ankylosing spondylitis causes brittle fused spine that fractures easily even from minor trauma. Cervical injury can affect phrenic nerve C3-5 causing diaphragmatic paralysis and respiratory failure,He has pneumonia from aspiration,His respiratory difficulty is from anxiety only,B,Ankylosing spondylitis causes spinal fusion with rigid brittle bones highly susceptible to fracture from even minor trauma. The fused spine acts like a long bone that can fracture at any point. These patients often have cervical involvement and even low-energy falls can cause unstable cervical fractures with cord injury. Respiratory difficulty from cord injury indicates high cervical involvement affecting the phrenic nerve C3-C5 which innervates the diaphragm. Loss of diaphragmatic function causes respiratory failure. Immobilization is challenging due to fixed kyphosis and may require padding to accommodate deformity.
32,Neurology,Spinal Cord Injury,You are caring for a patient with a known T4 spinal cord injury who lives in a group home. Staff called because he developed severe headache flushing above his nipple line profuse sweating and his blood pressure is 220/130. Heart rate is 48. He is anxious and complaining the headache is unbearable. Staff removed a kink in his urinary catheter just before symptoms began. What is this condition and what is the immediate management?,Hypertensive emergency from medication noncompliance,Autonomic dysreflexia which is a life-threatening hypertensive emergency in patients with injuries at T6 or above. Immediately sit him upright loosen clothing and identify and remove the noxious stimulus which was the kinked catheter,Stroke from the high blood pressure,Panic attack causing the symptoms,B,Autonomic dysreflexia AD occurs in patients with spinal cord injuries at T6 or above. A noxious stimulus below the injury level triggers massive sympathetic discharge that cannot be modulated due to the cord injury. This causes severe hypertension that can lead to stroke seizures or death. Common triggers include bladder distension from catheter obstruction fecal impaction pressure ulcers and tight clothing. Symptoms include pounding headache flushing and sweating above the injury level and piloerection. Management is to sit the patient upright immediately to lower BP and identify and remove the triggering stimulus. If BP remains severely elevated antihypertensives may be needed.
33,Neurology,Meningitis,A 19-year-old male college student presents with fever severe headache and stiff neck that developed over the past 24 hours. He has vomited several times and the light hurts his eyes. His roommate was diagnosed with meningitis yesterday. On exam he has temp 103.2F and cannot flex his neck to his chest due to pain. He has a petechial rash on his trunk and extremities. Vital signs are BP 92/58 HR 128 RR 24 SpO2 96%. What type of meningitis is most likely and what is the significance of the rash?,Viral meningitis which requires supportive care only,Bacterial meningitis likely meningococcal given the petechial rash which indicates meningococcemia with sepsis and possible DIC. This is a medical emergency requiring immediate antibiotics and droplet precautions,Fungal meningitis,Migraine with photophobia,B,This patient has classic bacterial meningitis presenting with fever headache neck stiffness photophobia and vomiting. The petechial and purpuric rash is highly concerning for meningococcal meningitis Neisseria meningitidis. The rash indicates meningococcemia where bacteria are in the bloodstream and can progress rapidly to purpura fulminans DIC and Waterhouse-Friderichsen syndrome adrenal hemorrhage. This is a medical emergency with high mortality. Apply droplet precautions mask begin IV fluids for sepsis and transport emergently. In some systems prehospital antibiotics are administered.
34,Neurology,Meningitis,You are transporting the patient with suspected meningococcal meningitis. Your partner is concerned about personal exposure. What precautions are appropriate and what prophylaxis might be needed for close contacts?,No precautions needed as meningitis is not contagious,Droplet precautions with surgical mask on patient and N95 or surgical mask on providers within 3 feet. Close contacts including EMS crew may need antibiotic prophylaxis with rifampin ciprofloxacin or ceftriaxone,Full airborne precautions with N95 and negative pressure,Contact precautions with gown and gloves only,B,Neisseria meningitidis is transmitted via respiratory droplets requiring droplet precautions. Place a surgical mask on the patient and providers should wear surgical masks or N95 when within 3 feet. Close contacts which includes household members roommates and healthcare workers with direct exposure to respiratory secretions should receive antibiotic prophylaxis. Options include rifampin 600mg BID for 2 days ciprofloxacin 500mg single dose or ceftriaxone 250mg IM single dose. Prophylaxis should be given within 24 hours of exposure and up to 10-14 days after exposure. Notify your supervisor and infection control about the exposure.
35,Neurology,Encephalitis,A 45-year-old male presents with confusion fever and bizarre behavior that has developed over the past 3 days. His wife states he has been acting strangely saying things that do not make sense having visual hallucinations and had a seizure this morning. He had flu-like symptoms a week ago. On exam he is disoriented with fever of 102F and has involuntary lip-smacking movements. He cannot follow commands consistently. Vital signs are otherwise stable. What condition is most likely and what area of the brain is typically affected?,Bacterial meningitis,Viral encephalitis most commonly herpes simplex encephalitis which has predilection for the temporal lobes causing psychiatric symptoms memory impairment and seizures,Drug intoxication,Schizophrenia with new onset psychosis,B,Encephalitis is inflammation of the brain parenchyma itself usually from viral infection. Herpes simplex virus HSV is the most common cause of sporadic encephalitis and has predilection for the temporal lobes. Symptoms include fever headache altered mental status personality and behavioral changes seizures and focal neurological deficits. Temporal lobe involvement causes psychiatric symptoms memory impairment and automatisms like lip smacking. This differs from meningitis which primarily causes meningeal irritation with neck stiffness. HSV encephalitis requires urgent treatment with IV acyclovir as delayed treatment increases mortality and neurological sequelae.
36,Neurology,Peripheral Neuropathy,A 52-year-old female presents with progressive weakness over the past week. It started with tingling in her feet and has ascended to involve her legs and now her arms. She had a respiratory infection 2 weeks ago. She is having difficulty walking and raising her arms. Her voice sounds nasal. On exam she has symmetric weakness in all extremities worse distally with absent deep tendon reflexes. Sensation is intact. Vital signs show RR 22 with shallow breathing. She cannot count to 20 on one breath. What condition is this and what is the primary concern?,Stroke causing bilateral weakness,Guillain-Barré syndrome an ascending paralysis that can cause respiratory failure from diaphragmatic weakness. The breathing difficulty is an emergency requiring close monitoring and possible intubation,Multiple sclerosis flare,Myasthenia gravis crisis,B,Guillain-Barré syndrome GBS is an acute inflammatory demyelinating polyneuropathy causing ascending symmetric weakness with areflexia. It often follows viral infection by 1-4 weeks due to molecular mimicry triggering autoimmune attack on peripheral nerves. Sensory symptoms are typically mild compared to motor weakness. The critical concern is respiratory failure as weakness ascends to involve respiratory muscles. Inability to count to 20 or 10 on one breath negative inspiratory force less than 20 cmH2O or vital capacity less than 15 mL/kg indicates impending respiratory failure. Many patients require intubation. Treatment in hospital includes IVIG or plasmapheresis.
37,Neurology,Peripheral Neuropathy,A 65-year-old female with a history of myasthenia gravis presents with increasing weakness and difficulty breathing over the past 2 days. She ran out of her pyridostigmine 4 days ago. She cannot hold her head up and has difficulty swallowing. Her voice is very weak and nasal. She is using accessory muscles to breathe. Vital signs are BP 138/88 HR 108 RR 28 SpO2 91% on room air. She appears exhausted. What is occurring and what is the concern about intubation medications?,She is having a myasthenia gravis exacerbation which will resolve with rest,She is in myasthenic crisis which is a life-threatening emergency requiring respiratory support. Avoid succinylcholine for intubation as myasthenia patients are resistant to depolarizing agents and sensitive to non-depolarizing agents,She has pneumonia requiring antibiotics,She is having a panic attack from being out of medication,B,Myasthenic crisis is acute severe weakness from myasthenia gravis causing respiratory failure. It can be triggered by infection medication changes stress or surgery. The bulbar symptoms dysphagia weak voice and respiratory muscle weakness are life-threatening. These patients often need intubation and mechanical ventilation. If RSI is needed avoid succinylcholine because myasthenia patients have fewer functional acetylcholine receptors and require much higher doses of depolarizing agents making response unpredictable. They are extremely sensitive to non-depolarizing agents requiring much lower doses. Use reduced rocuronium dosing if needed.
38,Neurology,Bell Palsy,A 38-year-old female presents with facial weakness that she noticed when she woke up this morning. The right side of her face feels numb and she cannot close her right eye or raise her right eyebrow. Her smile is asymmetric. She denies weakness in her arms or legs and has no other symptoms. She has no medical history. Vital signs are normal. On exam she has complete paralysis of the right side of her face including the forehead. She cannot wrinkle her forehead on the right or close her right eye tightly. What is the most likely diagnosis and how does this differ from stroke?,This is an acute stroke and she needs emergent thrombolytic evaluation,This is most likely Bell palsy which is peripheral facial nerve CN7 palsy. The involvement of the forehead distinguishes it from stroke where forehead is spared due to bilateral cortical innervation,This is trigeminal neuralgia,This is facial trauma,B,Bell palsy is acute peripheral facial nerve paralysis usually idiopathic but associated with viral infection particularly HSV. The key distinguishing feature from stroke is forehead involvement. In Bell palsy the entire half of the face is paralyzed including forehead because all nerve fibers to that side are affected. In stroke or other upper motor neuron lesions the forehead is spared because it receives bilateral cortical innervation. Bell palsy patients also have no other neurological deficits. Treatment includes corticosteroids eye protection to prevent corneal injury and possibly antivirals. Most patients recover fully over weeks to months.
39,Neurology,Vertigo,A 55-year-old female presents with sudden onset of severe vertigo that began when she sat up in bed this morning. The room is spinning and she has nausea. The vertigo worsens when she turns her head. She has no hearing loss tinnitus or neurological symptoms. She had a similar episode a year ago that resolved after a few weeks. Vital signs are normal. On exam she has horizontal nystagmus that increases when she looks to the right. There are no other neurological deficits. What is the most likely diagnosis?,Cerebellar stroke,Benign paroxysmal positional vertigo BPPV which is peripheral vertigo caused by otoconia in the semicircular canals. Episodes are brief triggered by position change and have no neurological deficits,Meniere disease,Vestibular neuritis,B,BPPV is the most common cause of vertigo caused by calcium carbonate crystals otoconia becoming displaced into the semicircular canals. Classic features include brief episodes less than 1 minute triggered by specific head positions such as rolling over or looking up no hearing loss and resolution with time or repositioning maneuvers. The Dix-Hallpike test can confirm diagnosis. The absence of other neurological deficits helps distinguish peripheral vertigo from central causes like stroke. Central vertigo often has associated symptoms like diplopia dysarthria dysphagia or limb weakness and the nystagmus may be vertical or direction-changing.
40,Neurology,Vertigo,A 62-year-old male presents with acute vertigo that has been constant for 2 days. He also has nausea vomiting and difficulty walking. He has a history of hypertension diabetes and atrial fibrillation. On exam he has vertical nystagmus that changes direction when he looks in different directions. He has difficulty with tandem gait and finger-to-nose testing shows dysmetria on the left. Vital signs are BP 168/98 HR 88 irregular RR 16 SpO2 97%. What features of his presentation suggest central rather than peripheral vertigo?,The constant nature of symptoms suggests peripheral vertigo,The direction-changing vertical nystagmus cerebellar signs and vascular risk factors strongly suggest posterior circulation stroke rather than peripheral vestibular disease,The nausea confirms this is peripheral,His age confirms this is benign,B,Several features distinguish central from peripheral vertigo. Red flags for central causes include vertical or direction-changing nystagmus which peripheral lesions cannot produce cerebellar signs ataxia dysmetria inability to walk and vascular risk factors hypertension diabetes atrial fibrillation. The HINTS exam head impulse nystagmus test of skew can help differentiate with central vertigo showing normal head impulse direction-changing nystagmus and skew deviation. This patient has multiple features concerning for cerebellar or brainstem stroke and needs emergent evaluation with MRI as CT misses many posterior fossa strokes.
41,Neurology,Movement Disorders,A 72-year-old male presents with tremor in his right hand that he first noticed several months ago. His wife says he has been walking more slowly and his posture is stooped. The tremor is present when his hand is resting in his lap but improves when he reaches for objects. His face appears less expressive than before. On exam he has rigidity in his right arm a shuffling gait and the tremor is rhythmic at about 4-5 Hz present at rest. What movement disorder does this suggest?,Essential tremor,Parkinson disease characterized by rest tremor bradykinesia rigidity and postural instability,Cerebellar disease,Huntington disease,B,Parkinson disease is a neurodegenerative disorder caused by loss of dopaminergic neurons in the substantia nigra. Cardinal features are tremor bradykinesia rigidity and postural instability. The tremor is characteristically present at rest and improves with action which distinguishes it from essential tremor that worsens with action. Other features include shuffling gait masked facies reduced facial expression micrographia small handwriting and stooped posture. This patient demonstrates classic parkinsonian features. While not an emergency recognizing Parkinson disease helps with patient care decisions and communication with receiving facilities.
42,Neurology,Movement Disorders,A 78-year-old male with Parkinson disease is brought in by his wife because he suddenly became very rigid and has a high fever. He appears confused and is barely responsive. His Parkinson medications were stopped 3 days ago when he was admitted to another hospital for surgery. Vital signs are BP 168/102 HR 118 RR 22 SpO2 95% Temp 104.2F. He has severe generalized rigidity and is diaphoretic. Lab values from the hospital show elevated CK. What condition has developed?,Parkinson disease progression,Neuroleptic malignant syndrome NMS or NMS-like syndrome from abrupt withdrawal of dopaminergic medications. This is a medical emergency with high mortality,Heat stroke,Sepsis,B,Abrupt withdrawal of dopaminergic medications in Parkinson patients can trigger a syndrome identical to neuroleptic malignant syndrome NMS. Classic NMS is caused by dopamine antagonists like antipsychotics but dopamine withdrawal has the same effect. Features include hyperthermia severe rigidity altered mental status autonomic instability and elevated CK from muscle breakdown. Mortality can exceed 10-20%. Treatment includes aggressive cooling IV fluids resuming dopaminergic therapy and possibly dantrolene for rigidity. This patient needs emergent ICU care. Prevention involves never abruptly stopping Parkinson medications even when patient is NPO.
43,Neurology,Dementia Emergencies,A 76-year-old female with moderate Alzheimer disease is brought from her memory care facility for combative behavior. Staff states she became acutely agitated this afternoon hitting staff and yelling. This is not her baseline behavior. She has been incontinent today which is also unusual for her. Vital signs are BP 148/88 HR 98 RR 18 SpO2 97% Temp 99.8F. She is oriented only to name and cannot provide history. Urinalysis shows positive leukocytes and nitrites. What is the likely cause of her behavioral change?,Progression of her Alzheimer disease,Delirium superimposed on dementia likely from urinary tract infection. Acute behavioral change in dementia patients indicates an underlying medical cause,Psychiatric emergency requiring sedation,Medication non-compliance,B,Acute behavioral changes in dementia patients should not be attributed to dementia progression which occurs gradually over months to years. This acute change over hours indicates delirium from an underlying medical cause. UTI is the most common cause in elderly patients especially those with incontinence. Other causes include medications constipation fecal impaction dehydration infections pain and metabolic abnormalities. The mildly elevated temperature positive UA and new incontinence all point to UTI. Treatment addresses the underlying cause rather than just sedating the behavior. Chemical restraint should be used only if necessary for safety.
44,Neurology,Dementia Emergencies,A 82-year-old male with Lewy body dementia is brought in for visual hallucinations. His wife states he has been seeing small children in the house that are not there and talking to his deceased brother. She is concerned because his hallucinations are worse than usual. He takes donepezil for dementia and has no other medications. On exam he is calm and pleasant. He describes the children he sees in detail. Vital signs are normal and he is afebrile. Neurological exam shows mild parkinsonism but is otherwise unchanged from baseline per wife. Is his presentation concerning and what medication class must be avoided in Lewy body dementia?,Visual hallucinations indicate psychiatric emergency requiring haloperidol,Visual hallucinations are a core feature of Lewy body dementia but worsening should prompt evaluation for underlying cause. Antipsychotics must be avoided as they cause severe sensitivity reactions,This is normal and requires no evaluation,He should be started on antipsychotics for the hallucinations,B,Lewy body dementia is characterized by fluctuating cognition visual hallucinations parkinsonism and REM sleep behavior disorder. Visual hallucinations are a core feature and patients often describe them in detail and may not be distressed by them. However worsening hallucinations should prompt evaluation for delirium from infection medications metabolic abnormalities or other causes. Critically antipsychotics are relatively contraindicated in Lewy body dementia because these patients have severe neuroleptic sensitivity and can develop irreversible parkinsonism neuroleptic malignant syndrome or death from standard antipsychotic doses.
45,Neurology,Neuromuscular Emergency,A 58-year-old male with a history of ALS amyotrophic lateral sclerosis presents with increased difficulty breathing over the past week. He is wheelchair-bound with significant limb weakness. His speech is very slurred and he has difficulty managing his secretions. His wife operates a suction device frequently. He is on home BiPAP at night. Now he appears exhausted and is using accessory muscles to breathe even with BiPAP. Vital signs are BP 148/92 HR 108 RR 28 shallow SpO2 88% on room air improving to 92% with BiPAP. What is happening and what are the goals of care considerations?,He has pneumonia and needs aggressive treatment,He is experiencing progressive respiratory failure from ALS. Given his advanced disease goals of care discussion is critical as some ALS patients choose comfort measures over intubation and mechanical ventilation,He needs higher BiPAP settings only,His symptoms are from anxiety,B,ALS is a progressive neurodegenerative disease affecting motor neurons leading to weakness paralysis and ultimately death usually from respiratory failure. This patient shows signs of impending respiratory failure with accessory muscle use fatigue and hypoxia despite BiPAP. Goals of care are critical because once intubated many ALS patients cannot be weaned and face long-term mechanical ventilation or death. Many patients have advance directives specifying their wishes. Before intubation if possible clarify his wishes regarding mechanical ventilation. If he wants comfort measures focus on symptom relief. If he wants intervention proceed with intubation understanding the implications.
46,Neurology,Pediatric Neurology,A 6-month-old infant is brought in after what the parents describe as a seizure. They report the baby's eyes rolled back and both arms and legs stiffened then shook rhythmically for about 2 minutes. The baby has been fussy with fever for 2 days from an ear infection. Temp is 102.4F. The baby is now alert playful and nursing normally. There is no family history of epilepsy. What is the most likely diagnosis and what features make this a simple versus complex febrile seizure?,The baby has epilepsy requiring anticonvulsant medication,This is a simple febrile seizure which is benign occurring in children 6 months to 5 years with fever. Simple features include generalized seizure duration less than 15 minutes and no recurrence within 24 hours,This is meningitis and the baby needs lumbar puncture,This is child abuse causing seizure,B,Febrile seizures are the most common seizure type in children occurring in 2-5% of children between 6 months and 5 years. Simple febrile seizures are generalized tonic-clonic last less than 15 minutes do not recur within 24 hours and occur in neurologically normal children. They have excellent prognosis with no increased risk of epilepsy and no need for anticonvulsant treatment. Complex febrile seizures have focal features duration greater than 15 minutes or recurrence within 24 hours and carry slightly higher risk of later epilepsy. This child's generalized 2-minute seizure with rapid return to baseline is simple febrile seizure.
47,Neurology,Pediatric Neurology,A 4-year-old boy is brought in by his mother who states he has been having episodes where he stares blankly and does not respond for 10-20 seconds then returns to normal and continues what he was doing. These happen multiple times per day. He has no memory of the episodes. There is no convulsive activity and he does not fall. The episodes can be provoked by having him hyperventilate. He is otherwise developmentally normal. What type of seizure does this describe?,Focal seizures with impaired awareness,Absence seizures childhood absence epilepsy characterized by brief staring spells without convulsions or postictal period and provoked by hyperventilation,Psychogenic non-epileptic episodes,Normal daydreaming,B,Childhood absence epilepsy presents with brief typically 10-20 second episodes of behavioral arrest and unresponsiveness without convulsive movements or postictal period. The child stops what they are doing stares blankly then resumes activity with no awareness the episode occurred. Episodes can occur dozens of times per day and hyperventilation reliably provokes them which is diagnostically useful. EEG shows characteristic 3-Hz spike-and-wave pattern. Absence seizures respond well to ethosuximide or valproate and most children outgrow them by adolescence. These are easily missed or mistaken for inattention and may only be recognized when they affect school performance.
48,Neurology,Cranial Nerve Disorders,A 35-year-old male presents with 2 days of severe stabbing pain in his right cheek that occurs in brief episodes lasting seconds triggered by touching his face eating or talking. The pain is excruciating rated 10 out of 10 and he is afraid to eat or touch his face. Between episodes he has no pain. There is no facial weakness numbness hearing loss or other neurological symptoms. Vital signs are normal. What condition does this describe and what is the cause?,Dental abscess requiring antibiotics and extraction,Trigeminal neuralgia caused by vascular compression or demyelination of the trigeminal nerve CN5. The brief severe lancinating pain triggered by facial stimulation is pathognomonic,Cluster headache,Temporomandibular joint dysfunction,B,Trigeminal neuralgia also called tic douloureux causes severe lancinating pain in the distribution of one or more trigeminal nerve divisions typically V2 or V3. Episodes last seconds to 2 minutes are triggered by light touch to specific trigger zones and are separated by pain-free intervals. The pain is often described as electric shock-like or stabbing and is among the most severe pain syndromes known. It is usually caused by vascular compression of the trigeminal nerve root by the superior cerebellar artery or in younger patients by multiple sclerosis. Treatment includes carbamazepine oxcarbazepine or surgical decompression.
49,Neurology,Infection,A 68-year-old male presents with fever and confusion. His wife reports he has had headache and fatigue for several days. Today he became confused and developed weakness on his right side. He recently returned from camping in the Midwest. On exam he has temp 102.8F flaccid weakness of the right arm altered mental status and fine tremor. There is no neck stiffness. Vital signs show tachycardia and mild hypotension. CSF would likely show lymphocytic pleocytosis. What infectious cause of encephalitis should be considered?,Bacterial meningitis requiring ceftriaxone,West Nile virus encephalitis which causes asymmetric flaccid paralysis encephalitis and can be acquired from mosquito bites during outdoor activities,Herpes simplex encephalitis,Rabies,B,West Nile virus is an arbovirus transmitted by mosquitoes endemic in much of the United States. Most infections are asymptomatic but about 1% develop neuroinvasive disease including meningitis encephalitis and acute flaccid paralysis. The flaccid asymmetric weakness resembles poliomyelitis and results from anterior horn cell damage. The combination of encephalitis with flaccid paralysis in someone with mosquito exposure history is characteristic. CSF shows lymphocytic pleocytosis. There is no specific treatment only supportive care. Outcomes range from full recovery to permanent paralysis or death in severe cases.
50,Neurology,Toxicology,A 45-year-old male presents with confusion and difficulty walking. He was found by police wandering in a parking lot appearing intoxicated. He has horizontal nystagmus in all directions of gaze ataxia and ophthalmoplegia with inability to move eyes laterally. He is confused and confabulating making up stories to fill memory gaps. He is malnourished appearing with signs of chronic alcoholism. Vital signs are stable except for tachycardia. What condition is this and what treatment is critical before giving IV fluids with glucose?,Alcohol intoxication requiring supportive care only,Wernicke encephalopathy caused by thiamine B1 deficiency. Thiamine must be given before or with glucose as glucose administration without thiamine can precipitate or worsen this condition,Drug overdose requiring naloxone,Hepatic encephalopathy requiring lactulose,B,Wernicke encephalopathy is caused by thiamine vitamin B1 deficiency usually in alcoholics or malnourished patients. The classic triad is encephalopathy confusion ophthalmoplegia lateral gaze palsy and ataxia though all three are present in only about one-third of cases. Thiamine is a cofactor for glucose metabolism and giving glucose without thiamine can exhaust remaining thiamine stores precipitating or worsening Wernicke encephalopathy. Always give thiamine 100-500mg IV before or simultaneously with glucose-containing fluids in alcoholics or malnourished patients. Without treatment Wernicke encephalopathy can progress to Korsakoff syndrome with permanent memory impairment.
