id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
30,Obstetrics,Precipitous Delivery,You respond to a 38-year-old G5P4 who states the baby is coming now. She is at 39 weeks and her previous four deliveries were all very fast with the last one delivering in 2 hours. She is in the bathroom of a restaurant and cannot move due to intense contractions every 1-2 minutes. She has an overwhelming urge to push. On exam you see the top of the baby's head with hair visible at the vaginal opening. What is precipitous labor and what are the associated risks?,Precipitous labor is labor lasting less than 3 hours. Risks include uncontrolled delivery maternal lacerations neonatal trauma and postpartum hemorrhage from uterine atony,Precipitous labor is any labor that happens unexpectedly and has no special risks,Precipitous labor means the baby is premature,This is normal labor for someone who has had multiple children,A,Precipitous labor is defined as labor lasting less than 3 hours from onset of contractions to delivery. Grand multiparity like this G5P4 is a risk factor as the birth canal has been stretched by previous deliveries. Risks include delivery in an uncontrolled environment without appropriate equipment maternal perineal and vaginal lacerations from rapid uncontrolled delivery neonatal injury and hypothermia and postpartum hemorrhage because the uterus that contracts quickly may also relax quickly after delivery leading to atony. Be prepared for rapid delivery and have equipment ready.
31,Obstetrics,Precipitous Delivery,You are managing the precipitous delivery in the restaurant bathroom. The baby's head is delivering rapidly and you barely have time to support it. The head delivers and the baby rotates then the body delivers with the next contraction before you can assist with the shoulders. The entire delivery from head to body took 30 seconds. The baby cries immediately and is vigorous. What specific injury should you assess for in this newborn given the rapid uncontrolled delivery?,The baby is at increased risk for brachial plexus injury from rapid shoulder delivery. Assess arm movement and Moro reflex,The baby is at risk for skull fracture from slow delivery,The baby is at risk for meconium aspiration,No specific injuries are associated with rapid delivery,A,Rapid uncontrolled delivery particularly of the shoulders can cause brachial plexus injury also called Erb palsy or Klumpke palsy. This occurs when the neck is stretched laterally during delivery injuring the nerves of the brachial plexus. Signs include asymmetric arm movement asymmetric Moro reflex and the affected arm held in a characteristic waiter's tip position with adduction and internal rotation. Most cases resolve over weeks to months but severe injuries can cause permanent disability. Document your assessment findings carefully and report any asymmetry to the receiving hospital.
32,Obstetrics,Multiple Gestation,A 30-year-old G1P0 at 36 weeks with twins is in labor at home. She planned a hospital birth but labor progressed quickly. Baby A has just delivered and is crying vigorously. You clamp and cut the cord and hand the baby to your partner. The mother continues to have strong contractions. On exam you feel another head presenting at the cervix. What are the key considerations for delivery of the second twin?,Delivery of the second twin is identical to a singleton and requires no special consideration,After Twin A delivers there is increased risk of cord prolapse malpresentation and placental abruption before Twin B delivers. Assess presentation and be prepared for complications,The second twin always requires cesarean delivery,Wait 30 minutes before attempting delivery of the second twin,B,After delivery of the first twin the uterus partially decompresses which can cause the second twin to shift position increasing risk of malpresentation. There is also increased risk of cord prolapse and placental abruption as the placenta may begin to separate. The interval between deliveries should ideally be less than 30 minutes. Assess the presentation of Twin B and if cephalic allow vaginal delivery. If malpresentation is noted or fetal distress develops emergent transport for cesarean may be needed. Both twins share the increased risks of preterm delivery.
33,Obstetrics,Uterine Rupture,A 34-year-old G3P2 at 39 weeks is in active labor at home. She had two prior cesarean deliveries and was attempting a trial of labor after cesarean TOLAC at home against medical advice. She has been pushing for 30 minutes when she suddenly screams grabs her abdomen and states something tore inside her. The contractions suddenly stop. She becomes pale and diaphoretic. Vital signs are BP 78/52 HR 138 RR 28 SpO2 96%. Her abdomen is exquisitely tender and you can easily palpate fetal parts through the abdominal wall. Fetal heart tones are absent. What has occurred?,She is having a normal labor with strong contractions,She has experienced uterine rupture likely at her prior cesarean scar. This is a catastrophic emergency requiring immediate surgery,She has placental abruption,She is exhausted from pushing and needs rest,B,Uterine rupture is a catastrophic obstetric emergency occurring when the uterine wall tears usually at a prior cesarean scar during labor. Signs include sudden severe abdominal pain recession of the fetal presenting part loss of uterine contractions easy palpation of fetal parts through the abdomen maternal shock and fetal death from placental separation. TOLAC has a small risk of rupture and should only be attempted in hospitals with immediate surgical capability. Prehospital management includes treating hemorrhagic shock with IV fluids and immediate transport. Maternal and fetal mortality are high without emergent cesarean hysterectomy.
34,Obstetrics,Uterine Inversion,You have just delivered a baby and placenta for a 25-year-old G1P0 at home. During delivery of the placenta you applied gentle cord traction as trained. Immediately after the placenta delivered the mother screamed in pain and you see a large red mass protruding from her vagina. She is becoming pale and her blood pressure is dropping rapidly. Vital signs are BP 74/48 HR 140 RR 26. What has happened and what should you NOT do?,The placenta was not fully delivered. Pull on the tissue to remove the rest,This is uterine inversion where the uterus has turned inside out. Do not attempt to remove the mass or pull on it. This is an emergency requiring manual replacement or surgery,This is normal postpartum bleeding,A large blood clot has formed and should be removed,B,Uterine inversion occurs when the uterine fundus collapses into the endometrial cavity and may protrude through the cervix or vagina. It typically occurs during the third stage when excessive cord traction is applied to a fundus that has not contracted or when the placenta is abnormally adherent. The mass is the inverted uterus. Signs include severe pain sudden hemorrhage and rapid cardiovascular collapse from vasovagal response and blood loss. Do not attempt to replace the uterus in the field or pull on it. Establish IV access treat shock with fluids and transport emergently. Manual replacement or surgical correction is needed.
35,Obstetrics,Amniotic Fluid Embolism,A 32-year-old G2P1 at 40 weeks is in active labor at a birth center. She is fully dilated and pushing when she suddenly becomes acutely dyspneic and cyanotic. She states she cannot breathe and appears terrified. Seconds later she loses consciousness and begins having seizure-like activity. Her vital signs rapidly deteriorate with BP 60/40 HR 150 and SpO2 dropping to 70% despite high-flow oxygen. Fetal heart tones show severe bradycardia. What is the most likely diagnosis?,Eclamptic seizure,Amniotic fluid embolism AFE. This is a rare catastrophic condition with very high mortality,Pulmonary embolism from DVT,Aspiration of vomit,B,Amniotic fluid embolism is a rare but catastrophic complication occurring when amniotic fluid enters the maternal circulation causing anaphylactoid reaction and cardiovascular collapse. It typically occurs during labor or immediately postpartum. Classic presentation includes sudden dyspnea and hypoxia cardiovascular collapse seizures or altered consciousness and coagulopathy with DIC. Mortality exceeds 60% and survivors often have neurological impairment. There is no specific treatment only supportive care with aggressive resuscitation. If cardiac arrest occurs standard ACLS applies. Perimortem cesarean may improve maternal and fetal outcomes.
36,Obstetrics,Postpartum Emergencies,A 28-year-old G1P1 delivered a healthy baby in the hospital 3 days ago and was discharged yesterday. She now presents with fever chills foul-smelling vaginal discharge and lower abdominal pain. She appears ill and is tender to palpation in the lower abdomen. Vital signs are BP 98/62 HR 118 RR 22 SpO2 98% Temp 102.8F. What postpartum infection is most likely and what is the concern?,She has mastitis from breastfeeding,She has postpartum endometritis which is uterine infection. Concern is progression to sepsis and septic shock,She has a urinary tract infection,She has normal postpartum lochia,B,Postpartum endometritis is infection of the uterine lining following delivery. It is more common after cesarean delivery prolonged labor or prolonged rupture of membranes. Signs include fever usually greater than 100.4F foul-smelling lochia uterine tenderness tachycardia and malaise. Without treatment it can progress to parametritis pelvic abscess septic pelvic thrombophlebitis and sepsis. This patient has signs of early sepsis with fever tachycardia and borderline hypotension. She needs IV antibiotics typically broad-spectrum covering gram-positive gram-negative and anaerobic organisms and possibly IV fluids for sepsis support.
37,Obstetrics,Trauma in Pregnancy,A 24-year-old female at 28 weeks gestation is involved in a motor vehicle collision. She was the restrained driver and the airbag deployed. She is conscious and complaining of abdominal pain and contractions. Vital signs are BP 104/68 HR 108 RR 20 SpO2 97%. She has abrasions from the seatbelt across her lower abdomen. The uterus is mildly tender with palpable contractions every 5 minutes. Fetal heart tones are 160 by doppler. What is the appropriate position for transport and why?,Supine position is best for spinal immobilization,Left lateral tilt or manual uterine displacement because the gravid uterus can compress the IVC causing supine hypotension and reduced cardiac output,Right lateral position to protect the fetus,Trendelenburg position to increase blood flow,B,In the second and third trimesters the gravid uterus can compress the inferior vena cava when the patient is supine reducing venous return and cardiac output by up to 30%. This supine hypotensive syndrome can cause maternal hypotension and reduced uteroplacental perfusion. For pregnant trauma patients requiring spinal immobilization the backboard should be tilted 15-30 degrees to the left or manual left uterine displacement should be performed. The fetal heart rate of 160 is mildly elevated which could indicate fetal stress. All pregnant trauma patients need monitoring for placental abruption which can occur even with minor trauma.
38,Obstetrics,Trauma in Pregnancy,You are transporting the pregnant trauma patient from the previous question. During transport she states the contractions are getting stronger and closer together and she feels wetness. You note clear fluid on the stretcher. The fetal heart rate has dropped to 100 bpm. What complication may be developing and what is the concern with the fetal heart rate?,Labor is progressing normally and the fetal heart rate is normal,She may have developed placental abruption or her membranes ruptured with possible cord prolapse. Fetal heart rate of 100 indicates fetal distress,The fluid is urine from bladder injury,The fetal heart rate of 100 is reassuring,B,Fetal heart rate of 100 bpm is bradycardic normal is 110-160 and indicates fetal distress. In the setting of trauma this could be from placental abruption causing decreased uteroplacental perfusion or from cord prolapse following rupture of membranes. The combination of increasing contractions clear fluid and fetal bradycardia is concerning for acute fetal compromise. Position the patient in left lateral tilt give high-flow oxygen to maximize maternal oxygenation and transport emergently. If cord is visible at the introitus elevate the presenting part off the cord. Notify the receiving hospital so they can prepare for possible emergent cesarean.
39,Obstetrics,Cardiac Arrest in Pregnancy,A 35-year-old female at 32 weeks gestation collapses at a shopping mall. Bystanders report she grabbed her chest and then fell. She is unresponsive and pulseless. CPR is initiated. What modifications to standard CPR are required for a pregnant patient in cardiac arrest?,No modifications are needed. Perform standard CPR,Perform CPR with manual left uterine displacement or left lateral tilt of 15-30 degrees to relieve IVC compression. Prepare for perimortem cesarean delivery if no ROSC by 4-5 minutes,Perform CPR on the right side to protect the fetus,Do not perform chest compressions as they may harm the fetus,B,Cardiac arrest in pregnancy requires modifications to improve venous return which is compromised by IVC compression. Manual left uterine displacement is performed by one rescuer pushing the uterus to the left while CPR continues. Alternatively a 15-30 degree left lateral tilt can be used. Chest compressions should be performed slightly higher on the sternum due to diaphragm elevation. If no ROSC occurs within 4-5 minutes perimortem cesarean delivery should be performed to relieve aortocaval compression and improve maternal resuscitation while also potentially saving the fetus. All standard ACLS drugs and defibrillation are appropriate in pregnancy.
40,Obstetrics,Cardiac Arrest in Pregnancy,CPR has been in progress for 4 minutes on the pregnant cardiac arrest patient. You have performed 3 rounds of CPR with epinephrine given. Manual left uterine displacement is being maintained. The rhythm remains asystole and there is no ROSC. Your protocols and medical control authorize perimortem cesarean delivery in the field. What is the rationale and time frame for this procedure?,Perimortem cesarean should only be performed in the hospital,Perimortem cesarean relieves aortocaval compression improving maternal resuscitation and should be initiated within 4-5 minutes of arrest if no ROSC. Fetal survival is also possible if delivered quickly,This procedure is only performed to save the fetus not the mother,Wait until 10 minutes of arrest before considering cesarean,B,Perimortem cesarean delivery also called resuscitative hysterotomy serves two purposes. First it relieves aortocaval compression improving venous return and cardiac output during CPR which may enable maternal ROSC. Second it may save the fetus if delivered before irreversible hypoxic injury. The procedure should be initiated within 4-5 minutes of maternal arrest with delivery ideally within 5 minutes. Do not stop CPR to transport for cesarean as time is critical. The procedure involves a vertical midline incision through skin and uterus to rapidly deliver the fetus. Maternal survival has occurred after perimortem cesarean even when the initial indication was maternal resuscitation.
41,Obstetrics,Neonatal Resuscitation,You have just delivered a baby at 40 weeks gestation. The baby is limp with no cry and has blue skin color. Heart rate by auscultation is 80 bpm. Respiratory effort is absent except for occasional gasps. You have dried and stimulated the baby without improvement. What are the next steps in neonatal resuscitation?,Begin chest compressions immediately,Begin positive pressure ventilation with room air or blended oxygen at 40-60 breaths per minute,Administer epinephrine via umbilical vein,Perform endotracheal intubation before any other intervention,B,This newborn has a heart rate below 100 bpm and inadequate respiratory effort indicating the need for positive pressure ventilation. PPV is the most important intervention in neonatal resuscitation and corrects most newborn distress. Begin with room air or 21% oxygen at 40-60 breaths per minute using a neonatal BVM or T-piece resuscitator. Watch for chest rise. If heart rate does not improve above 100 after 30 seconds of effective PPV increase oxygen. If heart rate remains below 60 despite 30 seconds of effective PPV begin chest compressions at a 3:1 ratio with ventilations.
42,Obstetrics,Neonatal Resuscitation,You are providing positive pressure ventilation to the newborn and after 30 seconds the heart rate by auscultation remains at 50 bpm. Chest rise was visible with each ventilation. SpO2 probe on the right hand shows 65%. What is the next step?,Continue PPV only as the heart rate will improve,Begin chest compressions coordinated with PPV at a 3:1 ratio. Increase supplemental oxygen concentration,Administer epinephrine immediately,Stop PPV and perform endotracheal intubation,B,When heart rate remains below 60 bpm despite 30 seconds of effective PPV with visible chest rise chest compressions are indicated. Neonatal chest compressions are performed using the two-thumb encircling technique on the lower third of the sternum at a depth of one-third the chest AP diameter. Compressions are coordinated with ventilations at a 3:1 ratio providing 90 compressions and 30 breaths per minute 120 total events per minute. Increase oxygen concentration toward 100%. Continue to reassess heart rate every 60 seconds. If heart rate remains below 60 despite effective compressions and ventilation epinephrine is indicated.
43,Obstetrics,Neonatal Resuscitation,You have been performing CPR on the newborn for 60 seconds. Heart rate remains at 40 bpm despite effective compressions and ventilations with 100% oxygen. Your partner has established umbilical venous access. What is the dose and route for epinephrine in neonatal resuscitation?,Epinephrine 0.1 mg/kg IV push using 1:1000 concentration,Epinephrine 0.01-0.03 mg/kg IV using 1:10000 concentration which is 0.1-0.3 mL/kg of 1:10000,Epinephrine 1 mg IV push as in adult cardiac arrest,Epinephrine 0.1 mg/kg endotracheal only,B,Neonatal epinephrine dose is 0.01-0.03 mg/kg IV or IO using 1:10000 concentration. This equals 0.1-0.3 mL/kg of 1:10000 solution. The umbilical vein is the preferred access site in newborns and is relatively easy to cannulate. If IV access is not available endotracheal epinephrine can be given at 0.05-0.1 mg/kg but IV/IO is preferred due to more reliable absorption. Epinephrine may be repeated every 3-5 minutes if heart rate remains below 60 bpm. Continue CPR for 60 seconds after each dose before reassessing.
44,Obstetrics,Neonatal Resuscitation,A newborn delivered at 28 weeks gestation is limp and apneic. The baby is extremely small and the skin appears translucent. What special considerations apply to resuscitation of this extremely premature newborn?,Resuscitation is the same as for term newborns,Premature newborns are at high risk for hypothermia and should be placed in a plastic bag without drying. They may need CPAP and should be handled gently to prevent IVH,Premature newborns should be vigorously stimulated to start breathing,Do not resuscitate newborns less than 30 weeks as survival is not possible,B,Extremely premature newborns have special resuscitation needs. Hypothermia dramatically increases mortality so the baby should be placed in a food-grade plastic bag up to the neck without drying and under a radiant warmer. Their immature lungs may benefit from CPAP or gentle PPV rather than aggressive ventilation. Avoid excessive oxygen as it can cause retinopathy of prematurity. Handle gently as these fragile babies are prone to intraventricular hemorrhage. Very premature infants often need surfactant and should be transported to a NICU capable of providing intensive care for micropreemies.
45,Obstetrics,Neonatal Resuscitation,A newborn is delivered through thick meconium-stained amniotic fluid. The baby is limp and not breathing with heart rate of 70 bpm. The mouth and nose appear to have meconium present. What is the current recommendation for managing a non-vigorous newborn with meconium?,Immediately intubate and suction the trachea before any other intervention,Begin PPV immediately. If the airway appears obstructed suction and consider intubation but do not delay ventilation for routine tracheal suctioning,Suction the stomach first to prevent aspiration,Do nothing until the baby starts breathing spontaneously,B,Current Neonatal Resuscitation Program guidelines no longer recommend routine intubation and tracheal suctioning for non-vigorous meconium-stained newborns. Instead the emphasis is on initiating ventilation promptly. If meconium is obstructing the airway suction the mouth and nose and intubate for direct suctioning only if PPV is ineffective due to apparent obstruction. Delaying ventilation for suctioning can worsen hypoxia. The non-vigorous newborn needs positive pressure ventilation and this should be the priority. Gentle suctioning of the mouth and nose before initiating PPV is still reasonable.
46,Obstetrics,Hyperemesis Gravidarum,A 22-year-old G1P0 at 10 weeks gestation presents with severe nausea and vomiting for the past week. She has been unable to keep any food or liquid down. She appears dehydrated with dry mucous membranes and poor skin turgor. She has lost 8 pounds since her last OB visit. She feels weak and lightheaded when standing. Vital signs are BP 98/62 HR 112 RR 16 SpO2 99%. What is the most likely diagnosis and what is the treatment priority?,This is normal morning sickness and will resolve on its own,This is hyperemesis gravidarum. Priority is IV fluid resuscitation and antiemetic therapy,She has food poisoning and needs antibiotics,This is appendicitis presenting with vomiting,B,Hyperemesis gravidarum is severe nausea and vomiting in pregnancy causing dehydration electrolyte imbalances weight loss greater than 5% of pre-pregnancy weight and ketonuria. It differs from normal morning sickness by its severity and complications. This patient shows signs of significant dehydration hypotension and tachycardia. Treatment priority is IV fluid resuscitation with crystalloid. Antiemetics such as ondansetron or promethazine can be given. Severe cases may require hospitalization for IV hydration and nutritional support. Untreated hyperemesis can cause Wernicke encephalopathy from thiamine deficiency.
47,Obstetrics,Gestational Diabetes,A 34-year-old G2P1 at 32 weeks with gestational diabetes presents with altered mental status. Her husband states she took her insulin this morning but then vomited her breakfast and has been confused for the past hour. She is diaphoretic and tremulous. Her speech is slurred. Vital signs are BP 128/82 HR 108 RR 18 SpO2 98%. Blood glucose is 38 mg/dL. What is occurring and what is the treatment?,She is having a diabetic emergency from high blood sugar and needs insulin,She has hypoglycemia from insulin administration without adequate food intake. Treatment is IV dextrose or glucagon if no IV access,She is having a stroke and needs rapid transport,She has hyperemesis and needs antiemetics,B,This patient has hypoglycemia caused by a mismatch between insulin dose and carbohydrate intake. She took insulin but then vomited her meal leaving no glucose to match the insulin effect. Signs of hypoglycemia include diaphoresis tremor confusion tachycardia and if severe seizures and unconsciousness. Treatment is glucose replacement with IV dextrose D50 25g in adults or oral glucose if the patient can safely swallow. If no IV access glucagon 1mg IM can be given. Hypoglycemia is especially dangerous in pregnancy as the fetus depends on maternal glucose supply.
48,Obstetrics,Substance Abuse in Pregnancy,A 25-year-old female at 36 weeks gestation is found unresponsive by her boyfriend. He admits she uses heroin and thinks she may have overdosed. She has pinpoint pupils respiratory rate of 6 with shallow breathing and is cyanotic. Fetal heart tones by doppler are 80 bpm with decreased variability. Vital signs are BP 90/58 HR 68 RR 6 SpO2 78%. What are the treatment priorities for this patient and her fetus?,Administer naloxone 2 mg IV push immediately then transport,Provide BVM ventilation with supplemental oxygen to address maternal and fetal hypoxia then administer naloxone titrated to respiratory effort,Do not give naloxone as it may harm the fetus,The fetus cannot be helped until the mother delivers,B,The priority in opioid overdose is addressing hypoxia through ventilation. Both mother and fetus are hypoxic as indicated by the maternal cyanosis and fetal bradycardia. Begin BVM ventilation with 100% oxygen immediately. Once adequate ventilation is established administer naloxone titrated to restore adequate respiratory drive starting with 0.4 mg and increasing as needed. Naloxone does cross the placenta and can precipitate fetal withdrawal but maternal death from respiratory failure is a more immediate threat. After naloxone monitor for re-sedation as naloxone duration is shorter than most opioids.
49,Obstetrics,Domestic Violence in Pregnancy,A 29-year-old female at 30 weeks gestation presents with abdominal pain after reportedly falling down stairs. She has bruises on her face and arms at various stages of healing. Her partner insists on staying in the room and answers questions for her. When you ask to examine her privately her partner becomes agitated. She avoids eye contact and seems fearful. The injury pattern is inconsistent with a fall. What is your responsibility and approach?,Document the injuries and transport without further inquiry,You should suspect intimate partner violence. Attempt to speak with the patient privately and assess her safety. Document findings objectively and report per local mandatory reporting requirements,Confront the partner about the suspicious injuries,Refuse to transport until police investigate,B,Intimate partner violence increases during pregnancy and can cause placental abruption preterm labor fetal injury and maternal death. Red flags include injuries inconsistent with stated mechanism multiple injuries at various healing stages controlling partner behavior delayed care seeking and patient fearfulness. Attempt to separate the patient from the partner for private assessment. Use validated screening questions. Document injuries objectively with body diagrams and photographs if possible and per protocol. Many states have mandatory reporting requirements for suspected abuse of pregnant women or vulnerable adults.
50,Obstetrics,Newborn Care,You have just delivered a healthy term newborn who is crying vigorously with good tone and pink coloration. Heart rate is 150 and respiratory rate is 50. The cord is still attached and pulsating. The mother is stable with no excessive bleeding. What are the next steps for routine newborn care and what is the current recommendation for cord clamping?,Clamp and cut the cord immediately then hand baby to mother,Delay cord clamping for 30-60 seconds in vigorous newborns to allow placental transfusion. Keep baby warm and dry with skin to skin contact on mother's chest,The cord must be clamped before the baby takes the first breath,Cut the cord as quickly as possible to prevent infection,B,Current evidence supports delayed cord clamping for 30-60 seconds in vigorous term newborns. This allows placental transfusion increasing the newborn's blood volume and iron stores reducing anemia in infancy. The baby should be dried and kept at or below the level of the placenta during this time. After clamping and cutting place the baby skin to skin on the mother's chest and cover both with warm blankets. Skin to skin contact promotes temperature regulation bonding and breastfeeding initiation. Monitor both mother and baby and transport for routine postpartum care when stable.
