id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
30,Trauma,Musculoskeletal Trauma,A 32-year-old construction worker was struck by a falling beam. He has crushing injuries to his right lower leg. The leg has been trapped under the beam for approximately 45 minutes before you could access him. Before the beam is lifted what must you anticipate and prepare for?,No special preparation is needed before lifting the beam,Anticipate crush syndrome when the beam is lifted. Compressed muscle releases potassium and myoglobin upon reperfusion which can cause fatal cardiac arrhythmias and renal failure. Establish IV access and be prepared to treat hyperkalemia,Wait for the fire department before lifting the beam,Apply a tourniquet before lifting the beam,B,Crush syndrome occurs when prolonged compression of muscle typically greater than 4-6 hours but possibly sooner causes muscle cell death. Upon release reperfusion washes out cellular contents including potassium myoglobin phosphate and acids into the systemic circulation. Hyperkalemia can cause fatal cardiac arrhythmias within minutes of release. Myoglobin can cause acute renal failure. Before extrication establish large-bore IV access and consider fluid bolus to dilute the released toxins. Be prepared to treat hyperkalemia. Monitor ECG continuously during and after release. Early signs of hyperkalemia include peaked T waves and widened QRS. This patient needs rapid transport with continued monitoring.
31,Trauma,Burns,A 28-year-old male was burned in a house fire. He has full-thickness burns circumferentially around his right forearm and hand. The burned skin is white and leathery and painless to touch. He is alert with stable vital signs. His right hand is becoming increasingly swollen and he reports numbness in his fingers. The radial pulse which was present initially is now difficult to palpate. What complication is developing and what causes it?,The swelling is normal and the numbness is from the burn destroying nerves,Compartment syndrome is developing from the circumferential burn acting as a constricting eschar. As underlying tissues swell they have no room to expand compromising circulation,The IV fluids are causing the swelling,This indicates infection,B,Circumferential full-thickness burns create a constricting band of inelastic eschar. As the underlying tissues swell from the burn injury and fluid resuscitation they have no room to expand. This creates a compartment syndrome that compromises arterial inflow and venous outflow. Signs include increasing pain may be masked by full-thickness burn numbness pallor pulselessness and eventually paralysis. This requires emergent escharotomy surgical incision through the eschar to release pressure. At the AEMT level elevate the extremity document neurovascular findings and communicate the concern to the receiving facility and medical control.
32,Trauma,Burns,You respond to a house fire where a 35-year-old male was pulled from a burning bedroom. He is confused and combative. He has soot around his nose and mouth and his voice is hoarse. He is coughing up black-tinged sputum. He has singed nasal hairs and eyebrows. His face and neck have partial-thickness burns. Vital signs are BP 142/88 HR 118 RR 28 SpO2 91% on room air. What is your primary concern with this patient?,The facial burns require immediate skin grafting,Inhalation injury with impending airway compromise. The singed hair soot hoarse voice and black sputum all indicate upper airway burns. Swelling can progress rapidly causing complete obstruction,The confusion is from pain,The SpO2 will improve with supplemental oxygen alone,B,Inhalation injury should be suspected in any patient burned in an enclosed space. Signs include facial or neck burns singed nasal hairs and eyebrows carbonaceous soot in mouth or sputum hoarseness stridor cough and dyspnea. Upper airway burns cause progressive edema that can completely obstruct the airway over minutes to hours. Early airway intervention is critical as edema may make later intubation impossible. At AEMT level provide high-flow humidified oxygen position for comfort monitor for deterioration and prepare airway equipment. Communicate airway concerns clearly during handoff. Early intubation by ALS or at the hospital is often indicated.
33,Trauma,Burns,A 45-year-old female pulled a pot of boiling water off the stove onto herself. She has partial-thickness burns to her anterior chest abdomen and both anterior thighs. Using the Rule of Nines what is the approximate total body surface area burned and what makes partial-thickness burns different from full-thickness?,This is approximately 18% TBSA. Partial-thickness burns are less serious and heal without treatment,This is approximately 36% TBSA. Partial-thickness burns involve epidermis and dermis have blisters are extremely painful and heal in 2-3 weeks. Full-thickness burns are painless and require grafting,This is approximately 9% TBSA,Burns cannot be estimated in the field,B,The Rule of Nines estimates burn surface area. Anterior chest equals 9% anterior abdomen equals 9% and each anterior thigh equals 4.5% for adults. Total is approximately 27% but the question states both anterior thighs so 9% plus 9% plus 9% plus 9% equals 36% TBSA. Partial-thickness second-degree burns involve epidermis and part of dermis. They blister are very painful and red and heal in 2-3 weeks usually without scarring. Full-thickness third-degree burns destroy all skin layers are painless because nerve endings are destroyed appear white waxy or charred and require skin grafting to heal.
34,Trauma,Burns,A 5-year-old child pulled a cup of hot coffee onto himself burning his face anterior chest and entire right arm. He is crying inconsolably. Using pediatric burn estimation what is the approximate TBSA and why is the Rule of Nines modified for children?,Same as adults approximately 22.5% TBSA,In children the head is proportionally larger 18% vs 9% and legs are proportionally smaller. Estimate head 9% anterior chest 18% and arm 9% for approximately 36% TBSA or use the child's palm as 1%,Children cannot be estimated and must wait for hospital measurement,Pediatric burns are always more serious regardless of size,B,Children have different body proportions than adults with larger heads and smaller legs. The Lund-Browder chart provides age-adjusted percentages. For rough field estimates the child's head equals approximately 18% 9% front 9% back anterior chest equals 18% and entire arm equals 9%. The child's palm including fingers equals approximately 1% of their body surface area which is useful for scattered burns. Pediatric burn thresholds for transfer are lower than adults because children have less physiologic reserve. Burns greater than 10% partial-thickness in children warrant burn center referral.
35,Trauma,Burns,A 30-year-old electrical worker contacted a high-voltage power line. He has a small entry wound on his right hand and a larger exit wound on his right foot. He fell approximately 15 feet when he was shocked. He is confused and complaining of muscle pain throughout his body. His right arm and leg are weak. Vital signs are BP 108/72 HR 118 irregular RR 22 SpO2 96% on room air. What makes electrical burns different from thermal burns and what internal injuries should you suspect?,Electrical burns are the same as thermal burns. Only the entry and exit wounds need treatment,Electrical burns cause internal injury along the current path far exceeding visible skin damage. Suspect muscle damage rhabdomyolysis cardiac dysrhythmias spinal injury from fall and compartment syndrome. The irregular heart rate is concerning,The small entry wound means minimal injury,Electrical burns do not cause cardiac problems,B,High-voltage electrical injuries cause damage along the entire path of current flow. Small entry and exit wounds may hide massive internal tissue destruction particularly muscle. This can cause rhabdomyolysis releasing myoglobin causing renal failure and potassium causing arrhythmias. Cardiac effects include dysrhythmias from current passing through the heart. This patient has an irregular heart rate requiring continuous monitoring. The fall adds trauma considerations including spinal injury. Compartment syndrome can develop in affected extremities. These patients need cardiac monitoring IV fluids to prevent renal failure from myoglobin and comprehensive trauma evaluation.
36,Trauma,Burns,A 25-year-old male has chemical burns from an industrial spill of hydrochloric acid on his legs and feet. He is in severe pain and the skin is red and blistering. He is still wearing his work boots which are soaked with the chemical. Vital signs are normal. What is the first priority in chemical burn management?,Apply burn cream to neutralize the acid,Remove all contaminated clothing and irrigate copiously with water for at least 20 minutes. Wear appropriate PPE to prevent secondary contamination,Transport immediately and irrigate at the hospital,Apply dry sterile dressings without irrigation,B,Chemical burn management priority is stopping the burning process through decontamination. Remove all contaminated clothing including shoes as chemicals can continue burning as long as they remain in contact with skin. Irrigate with copious amounts of water for at least 20 minutes. Do not attempt to neutralize chemicals as the reaction can generate heat causing additional injury. Wear appropriate PPE including gloves eye protection and gown to prevent secondary contamination. After thorough irrigation treat as a thermal burn. Certain chemicals have specific considerations but water irrigation is appropriate for most including acids and bases.
37,Trauma,Environmental,A 58-year-old male is found unresponsive on a park bench on a cold winter night. The temperature is 25F. He has an odor of alcohol. He is responsive only to painful stimuli. His skin is cold and pale with some mottling. Vital signs are BP 94/62 HR 46 RR 10 SpO2 88% on room air. Core temperature by rectal probe is 86F or 30C. How should you manage this severely hypothermic patient?,Begin CPR immediately due to the slow heart rate,Handle gently remove wet clothing insulate with warm blankets provide warm humidified oxygen and monitor carefully. Rough handling can trigger cardiac arrest. The bradycardia is expected in hypothermia,Rapidly rewarm with hot water bottles placed on the skin,This patient needs no treatment as he is just cold,B,Severe hypothermia below 86F or 30C causes progressive bradycardia hypotension decreased level of consciousness and eventually cardiac arrest. Handle these patients extremely gently as rough movement can trigger ventricular fibrillation in the irritable hypothermic myocardium. Remove wet clothing and insulate with blankets. Provide warm humidified oxygen if available. Active rewarming in the field is generally limited to preventing further heat loss. The bradycardia is a physiologic response to hypothermia and should not be treated with cardiac drugs or pacing which are ineffective when cold. Transport to a facility capable of active core rewarming.
38,Trauma,Environmental,You are resuscitating the hypothermic patient who went into ventricular fibrillation during transport. You have delivered one shock with no change in rhythm. Core temperature remains approximately 86F or 30C. What modifications to standard ACLS should be made for a severely hypothermic cardiac arrest patient?,Continue standard ACLS with shocks and medications every 2 minutes as normal,After one unsuccessful shock in severe hypothermia defer additional shocks and ACLS medications until core temperature is greater than 86F or 30C. Focus on CPR and rewarming. Medications and defibrillation are less effective when cold,Terminate resuscitation as hypothermic arrest is not survivable,Give double doses of all medications,B,In severe hypothermia below 86F or 30C the heart is relatively unresponsive to defibrillation and ACLS medications. After one shock if the patient remains in VF focus on high-quality CPR and rewarming. Defer additional shocks and medications until core temperature exceeds 86F. Once warmer than 86F but still below 89.6F or 32C increase intervals between medication doses. The saying you are not dead until you are warm and dead applies as full neurological recovery has occurred after prolonged hypothermic arrest. Continue resuscitation during transport for active rewarming with ECMO or cardiopulmonary bypass at the hospital.
39,Trauma,Environmental,A 22-year-old male was swimming in a lake when he was seen to struggle and go underwater. Bystanders pulled him out after approximately 3 minutes of submersion. He is unresponsive and not breathing but has a weak pulse of approximately 50. His skin is cold and cyanotic. Vital signs are HR 50 weak RR 0 SpO2 unable to obtain. What is the priority in drowning resuscitation and how does it differ from typical cardiac arrest?,Begin chest compressions immediately for the bradycardia,Drowning is a hypoxic event. Priority is immediate ventilation with high-flow oxygen. Begin rescue breathing immediately. The bradycardia is from hypoxia and will often improve with oxygenation,CPR is not indicated if the patient has a pulse,Drowning victims should not be resuscitated due to aspiration risk,B,Drowning causes cardiac arrest through hypoxia rather than primary cardiac causes. The most critical intervention is restoring oxygenation. This patient has a pulse so chest compressions are not indicated but he needs immediate rescue breathing with supplemental oxygen. Provide 10-12 breaths per minute with BVM and high-flow oxygen. The bradycardia is likely a response to hypoxia and should improve with ventilation. If pulse is lost or heart rate falls below 60 with signs of poor perfusion begin CPR. Be prepared to manage vomiting as aspiration of gastric contents is common. Spinal precautions are indicated if diving or trauma is suspected.
40,Trauma,Environmental,A 45-year-old female was hiking when she was stung multiple times by bees. She has a history of bee allergy. She is now complaining of throat tightness difficulty breathing and feeling like she might pass out. She has hives covering her trunk and arms and her lips are visibly swollen. Her voice is hoarse and she is wheezing. Vital signs are BP 82/54 HR 128 RR 28 SpO2 90% on room air. What is the immediate treatment for this anaphylactic reaction?,Diphenhydramine 50 mg IV is the first-line treatment,Epinephrine 0.3-0.5 mg IM in the lateral thigh is the first-line treatment for anaphylaxis. This is a life-threatening emergency,Albuterol nebulizer for the wheezing,Oral antihistamines and observation,B,Anaphylaxis is a severe systemic allergic reaction that can be fatal within minutes. Epinephrine is the first-line life-saving treatment and should be administered immediately. The dose is 0.3-0.5 mg of 1:1000 concentration given intramuscularly in the lateral thigh which has excellent absorption. Epinephrine reverses bronchospasm laryngeal edema hypotension and hives. At AEMT level give epinephrine establish IV access and give fluid bolus for hypotension. Repeat epinephrine every 5-15 minutes if symptoms persist. Adjunct medications include antihistamines and corticosteroids but these should never delay epinephrine administration.
41,Trauma,Environmental,You have given epinephrine IM to the anaphylaxis patient and her breathing has improved slightly but she remains hypotensive with BP 78/50. You have established IV access. What additional interventions are appropriate at the AEMT level?,No additional treatment is needed. One dose of epinephrine is sufficient,Give a crystalloid fluid bolus of 1-2 liters for hypotension and repeat epinephrine IM in 5-15 minutes if symptoms persist. Position supine with legs elevated if breathing permits,Epinephrine cannot be repeated,Give diphenhydramine and the patient will improve,B,Anaphylaxis causes distributive shock from massive vasodilation and capillary leak. Aggressive IV fluid resuscitation is indicated for persistent hypotension after epinephrine. Give 1-2 liter crystalloid bolus and repeat as needed. Epinephrine can and should be repeated every 5-15 minutes if anaphylaxis symptoms persist. The IM route remains appropriate for repeat doses in the AEMT scope. Position the patient supine with legs elevated to improve venous return unless respiratory distress prevents this. Additional medications at AEMT scope may include diphenhydramine 25-50 mg IV/IM and albuterol for bronchospasm but these are secondary to epinephrine and fluids.
42,Trauma,Environmental,A 35-year-old male was working outdoors in 95F heat and high humidity. He was found confused and stumbling by coworkers. He stopped sweating 30 minutes ago according to witnesses. His skin is hot and dry and flushed. He is disoriented and combative when you try to examine him. Vital signs are BP 92/58 HR 138 RR 28 SpO2 96% Temp 105.2F or 40.6C. What heat emergency is this and what is the treatment priority?,Heat exhaustion requiring oral fluid replacement,Heat stroke which is a life-threatening emergency. The hot dry skin altered mental status and temperature above 104F indicate failure of thermoregulation. Immediate aggressive cooling is required,Heat cramps requiring salt replacement,Dehydration requiring IV fluids only,B,Heat stroke is defined by core temperature above 104F or 40C with central nervous system dysfunction altered mental status seizures coma. Classic heat stroke often has hot dry skin from failure of the sweating mechanism though some patients may still be sweating. This is a life-threatening emergency with mortality exceeding 50% if cooling is delayed. Treatment priority is immediate aggressive cooling. Remove clothing apply ice packs to neck axillae and groin mist skin with water and fan to enhance evaporative cooling. Cold IV fluids can help. Target temperature below 102F within 30 minutes. Altered mental status should improve with cooling.
43,Trauma,Environmental,A scuba diver surfaces rapidly from 60 feet due to equipment malfunction. Within 15 minutes he develops severe joint pain in both shoulders and knees confusion and mottled skin on his chest. He is having difficulty walking due to weakness in his legs. Vital signs are BP 108/72 HR 98 RR 22 SpO2 95% on room air. What condition has developed and what is the prehospital management?,Muscle strain from swimming,Decompression sickness or the bends. Nitrogen bubbles have formed in blood and tissues. Administer high-flow oxygen and transport to a facility with hyperbaric chamber,Hypothermia from the cold water,Jellyfish sting,B,Decompression sickness occurs when dissolved nitrogen comes out of solution and forms bubbles in blood and tissues due to rapid ascent and inadequate decompression. Symptoms depend on where bubbles form and include joint pain the bends skin mottling neurological symptoms from spinal cord involvement and potentially cardiovascular collapse. Treatment is recompression in a hyperbaric chamber to re-dissolve the bubbles. Prehospital management includes high-flow oxygen which helps eliminate nitrogen positioning supine to prevent bubbles from reaching the brain and rapid transport to a facility with hyperbaric capability. Do not let the patient sit upright.
44,Trauma,Special Populations,A 32-year-old female who is 34 weeks pregnant was in a motor vehicle collision. She was the restrained driver in a moderate-speed frontal crash. She is complaining of abdominal pain and says the baby is not moving as much as usual. She has no vaginal bleeding. Vital signs are BP 106/68 HR 108 RR 20 SpO2 98% on room air. What are the key considerations for trauma in a pregnant patient and what injury should you be concerned about?,Pregnancy provides protection from abdominal injury so lower concern is warranted,Placental abruption from the trauma even without external bleeding. Transport left lateral or with left uterine displacement. Even minor trauma in pregnancy can cause abruption which threatens both mother and fetus,Pregnant patients cannot have serious injuries from restrained crashes,The fetus does not need consideration until after the mother is stabilized,B,Trauma is a leading cause of maternal death and pregnant patients require special consideration. The placenta is vulnerable to shearing forces and can separate from the uterus placental abruption even from minor trauma. Signs include abdominal pain uterine tenderness decreased fetal movement vaginal bleeding and signs of shock. Position the patient in left lateral decubitus or apply manual left uterine displacement to prevent supine hypotensive syndrome where the gravid uterus compresses the IVC. Even if the mother appears stable placental abruption can develop over hours so all pregnant trauma patients need monitoring.
45,Trauma,Special Populations,You are transporting the pregnant trauma patient in left lateral position when she suddenly becomes unresponsive and pulseless. The cardiac monitor shows a narrow complex rhythm at 70 but there is no pulse. You recognize this as PEA. What unique modifications are needed for CPR in late pregnancy?,Standard CPR with no modifications,Perform CPR with manual left uterine displacement or on a 30-degree left lateral tilt. Without uterine displacement compressions are ineffective due to IVC compression reducing venous return,CPR is contraindicated in pregnancy,Focus only on saving the baby,B,In late pregnancy the gravid uterus compresses the inferior vena cava when the patient is supine reducing venous return by up to 30%. This makes standard CPR ineffective. During resuscitation have one rescuer perform continuous manual left uterine displacement pushing the uterus to the left to move it off the IVC. Alternatively place a wedge or firm support under the right side to create a 30-degree left lateral tilt while still providing a firm surface for compressions. Chest compressions should be performed slightly higher on the sternum. All standard ACLS medications and defibrillation are indicated in pregnancy.
46,Trauma,Special Populations,A 78-year-old male fell from a standing height at home. He has a small scalp laceration that has stopped bleeding. He states he feels fine and did not lose consciousness. His daughter is concerned because he takes warfarin for atrial fibrillation. He refuses transport stating it was just a small fall. Vital signs are normal and neurological exam appears normal. What advice should you give this patient and his family?,He is fine since it was a minor fall and his exam is normal,Elderly patients on anticoagulants are at high risk for delayed intracranial bleeding even from minor trauma. Strongly encourage transport for CT scan. If he refuses ensure he understands warning signs and has someone to monitor him,Anticoagulation does not affect fall outcomes,CT scans are not useful for head injury,B,Elderly patients on anticoagulation are at dramatically elevated risk for intracranial hemorrhage from even minor head trauma. Brain atrophy stretches bridging veins and anticoagulation prevents clot formation. Subdural hematomas can develop slowly with delayed symptom onset hours to days later. This patient should be strongly encouraged to be transported for CT evaluation. If he refuses ensure he understands the risks and that someone will monitor him for warning signs including headache confusion weakness drowsiness vomiting or any neurological changes. Document your assessment discussion of risks and recommendations thoroughly.
47,Trauma,Special Populations,A 3-year-old child was in a car seat during a moderate-speed collision. He is crying and appears frightened but you cannot identify any obvious injury. His mother says he has been acting normally since the crash. Vital signs appear appropriate for age. What makes pediatric trauma assessment challenging and what specific injuries are you concerned about?,Children show injuries the same as adults,Children have different anatomy with proportionally larger heads more elastic ribs and different patterns of injury. They compensate well and may not show shock until 30-40% blood volume loss then decompensate rapidly. Abdominal and thoracic organ injury can occur without rib fractures,Car seats prevent all injuries so minimal concern is needed,Pediatric vital signs are the same as adults,B,Pediatric trauma assessment differs from adults in several ways. Children have proportionally larger heads making head injury more common. Their ribs are elastic and can transmit force to underlying organs without fracturing so internal injuries occur without external signs. Children have excellent compensatory mechanisms and maintain normal blood pressure until 30-40% blood volume loss then decompensate rapidly and catastrophically. The Pediatric Assessment Triangle appearance work of breathing and circulation provides quick initial assessment. Even in an apparently uninjured child from significant mechanism maintain high suspicion and recommend transport for evaluation.
48,Trauma,Special Populations,A 6-year-old girl was hit by a car while crossing the street. She is crying and complaining of abdominal and leg pain. She has bruising across her abdomen and a deformed left femur. Vital signs are HR 140 RR 28 BP 90/60 SpO2 97%. Using pediatric normal values what do these vital signs tell you about her perfusion status?,Her vital signs are normal for her age and she is not in shock,Her heart rate is elevated and blood pressure is at the lower limit of normal for her age indicating compensated shock. The tachycardia with borderline BP suggests 15-25% blood loss,Her blood pressure is too low and she needs immediate CPR,Children do not go into shock from femur fractures,B,Normal vital signs vary by age. For a 6-year-old normal HR is 70-110 and normal systolic BP is roughly 70 plus 2 times age in years which equals approximately 82 mmHg as a lower limit. This child has a HR of 140 significantly elevated and BP of 90 at the lower limit of normal. This pattern of tachycardia with maintained blood pressure indicates compensated shock likely from blood loss from the femur fracture and possible intra-abdominal injury given the abdominal bruising. Children compensate well until approximately 30% blood loss then decompensate rapidly. This child needs IV access fluid resuscitation femur stabilization and rapid transport.
49,Trauma,Special Populations,A 25-year-old male was injured in an industrial accident and has traumatic amputation of his right hand at the wrist. The hand is still at the scene. Bleeding from the stump has been controlled with direct pressure. Vital signs are stable. How should the amputated hand be managed for potential replantation?,Place the hand directly on ice in a plastic bag,Wrap the hand in moist saline gauze place in a plastic bag and put that bag in another container with ice water. Do not allow the part to freeze or contact ice directly,The hand cannot be replanted and should be discarded,Reattach the hand in the field with bandages,B,Proper preservation of amputated parts maximizes replantation potential. The amputated part should be wrapped in sterile saline-moistened gauze then placed in a plastic bag or container. That container is then placed in another container with ice water to keep it cool without freezing. Never place tissue directly on ice as this causes freezing injury that makes replantation impossible. Keep the part with the patient. Cool ischemia time for digits and hands is approximately 12 hours and warm ischemia time is 6 hours. Notify the receiving facility that you have an amputation for potential replantation so they can mobilize appropriate resources.
50,Trauma,Documentation,You treated a trauma patient and provided multiple interventions including hemorrhage control spinal immobilization IV access fluid bolus and pain medication. When documenting this call what elements are critical for trauma patients specifically beyond standard documentation?,Only document vital signs and chief complaint,Document mechanism of injury with specifics such as speed restraint use damage intrusion and fall height. Document all findings including pertinent negatives. Record interventions with times and patient response. Document all changes in condition and reassessments. Include GCS at intervals and any neurovascular assessments,Trauma documentation is the same as any other call,Only document the injuries you treated,B,Trauma documentation requires specific elements beyond routine calls. Mechanism of injury with details helps the trauma team anticipate injuries. Document vehicle damage intrusion restraint use airbag deployment ejection fall height weapon type etc. Record initial and repeat vital signs with times and GCS scores. Document physical findings including pertinent negatives such as no tenderness over spine. Record all interventions when performed and patient response. Document neurovascular status before and after any splinting or manipulation. Include any changes in patient condition during care. Good documentation supports continuity of care and protects you legally.
