aemt_id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
AEMT-CARD-027,AEMT Cardiology,Shock Recognition,A 45-year-old male was involved in a motorcycle crash with significant road rash and a deformed left femur. He is alert but anxious and restless. His skin is pale cool and diaphoretic. Vital signs are BP 92/68 HR 128 RR 24 SpO2 96% on room air. Capillary refill is 4 seconds. He is complaining of thirst. What type of shock is this patient experiencing and what stage?,He is in compensated hypovolemic shock. The tachycardia pallor diaphoresis and restlessness are compensatory mechanisms trying to maintain blood pressure. His BP is low-normal indicating early decompensation,He is in cardiogenic shock from a heart attack,He is in neurogenic shock from spinal injury,His vital signs are normal and he is not in shock,A,This patient is in hypovolemic shock from blood loss likely from his femur fracture and possibly internal injuries. Signs of compensated shock include tachycardia as the heart tries to maintain cardiac output peripheral vasoconstriction causing cool pale skin and delayed capillary refill diaphoresis from sympathetic activation and altered mental status such as anxiety and restlessness. Thirst is a primitive response to volume loss. His blood pressure is being maintained in the low-normal range by these compensatory mechanisms. Without treatment he will progress to decompensated shock with falling blood pressure. Management includes controlling obvious hemorrhage IV access fluid resuscitation per trauma protocols and rapid transport.
AEMT-CARD-028,AEMT Cardiology,Shock Recognition,You continue treating the trauma patient. En route to the hospital his level of consciousness decreases and he becomes confused and lethargic. His blood pressure has dropped to 72/50 and his heart rate has increased to 142. His skin is now mottled and cool throughout. Capillary refill is greater than 5 seconds. What has happened and what is his prognosis without intervention?,He is just tired from the accident,He has progressed from compensated to decompensated hypovolemic shock. His compensatory mechanisms have failed and blood pressure has dropped. Without aggressive treatment including hemorrhage control fluids and likely blood transfusion and surgery he will die,His blood pressure is improving,Give him nitroglycerin to help his perfusion,B,Decompensated shock occurs when the body's compensatory mechanisms fail and can no longer maintain adequate blood pressure and tissue perfusion. Signs include falling blood pressure worsening mental status from lethargy to unresponsiveness mottled or cyanotic skin and prolonged capillary refill. This represents massive volume loss likely greater than 30-40% of blood volume. Without aggressive intervention including hemorrhage control IV fluids blood transfusion and surgical repair of bleeding sources the patient will progress to irreversible shock and death. Continue IV fluid boluses transport immediately and notify the receiving facility of a critical trauma patient.
AEMT-CARD-029,AEMT Cardiology,Shock Recognition,A 58-year-old male presents with severe weakness. He has a history of a GI bleed last year. He states he has had black tarry stools for the past 2 days and vomited blood this morning. He is lethargic and confused. His skin is pale and cool. Vital signs are BP 78/52 HR 136 RR 26 SpO2 95% on room air. What type of shock is this and what should you suspect as the cause?,This is septic shock from an infection,This is hypovolemic shock from GI hemorrhage. The black tarry stools melena indicate upper GI bleeding and the hematemesis confirms active bleeding. This is life-threatening hemorrhage requiring aggressive fluid resuscitation and rapid transport,He is dehydrated from not drinking enough,His blood pressure is only slightly low,B,This patient has hemorrhagic shock from gastrointestinal bleeding. Melena black tarry stools indicates upper GI bleeding where blood is digested as it passes through the intestines. Hematemesis vomiting blood confirms significant upper GI hemorrhage. Common causes include peptic ulcer disease esophageal varices and gastritis. His vital signs indicate severe shock. At AEMT level establish two large-bore IVs give crystalloid fluid boluses and transport rapidly. This patient will likely need blood transfusion and possibly endoscopy or surgery to control bleeding. Position supine with legs elevated if tolerated. Monitor closely for deterioration.
AEMT-CARD-030,AEMT Cardiology,Shock Recognition,A 72-year-old female presents with fever and confusion. Her family states she has had a cough and urinary symptoms for several days. She is warm to touch with flushed skin. Vital signs are BP 86/52 HR 118 RR 24 SpO2 94% Temp 102.8F. Her extremities are warm and well-perfused initially but you notice her mental status is deteriorating and her skin is becoming mottled. What type of shock is this and what is the initial treatment?,This is hypovolemic shock and she needs IV fluids only,This is septic shock from infection likely UTI progressing to sepsis. Initial treatment includes IV access aggressive crystalloid fluid bolus 30 mL/kg and rapid transport. Early fluids improve outcomes in sepsis,She just has the flu and needs rest,Her fever is causing the low blood pressure and it will improve with cooling,B,Septic shock is distributive shock caused by systemic infection leading to widespread vasodilation cytokine release and capillary leak. Early warm septic shock may have warm flushed skin from vasodilation but as shock progresses skin becomes mottled and cool. This patient has identified infection sources UTI and pneumonia with systemic inflammatory response fever tachycardia tachypnea and organ dysfunction hypotension altered mental status meeting criteria for septic shock. Initial treatment per Surviving Sepsis Campaign guidelines is aggressive IV fluid resuscitation with 30 mL/kg crystalloid bolus within the first hour. Early fluids improve outcomes. Transport for antibiotics and possible vasopressors.
AEMT-CARD-031,AEMT Cardiology,Aortic Emergencies,A 64-year-old male presents with sudden onset of severe tearing chest pain that radiates to his back between his shoulder blades. The pain began 1 hour ago and he rates it 10 out of 10. He has a history of long-standing poorly controlled hypertension. Vital signs are BP 188/108 in the right arm and 142/88 in the left arm. HR is 102 RR 22 SpO2 96%. What critical diagnosis must you consider and what finding supports it?,This is a heart attack and should be treated with aspirin and nitroglycerin,The tearing pain radiating to the back and significant blood pressure differential greater than 20 mmHg between arms suggest aortic dissection. This is a life-threatening emergency. Do NOT give aspirin or anticoagulants. Gentle transport and pain control with rapid transport to a facility capable of definitive management,He has a muscle strain from exercise,The blood pressure difference is a measurement error,B,Aortic dissection occurs when a tear in the aortic intima allows blood to dissect between the layers of the aortic wall. Classic presentation includes sudden severe tearing or ripping pain often radiating to the back. Blood pressure differential greater than 20 mmHg between arms suggests the dissection involves the subclavian artery origin. This is a surgical emergency with high mortality. Do NOT give aspirin thrombolytics or anticoagulants as these could be fatal. Treatment focuses on heart rate and blood pressure control to reduce shear forces on the aorta. Transport gently and rapidly to a facility with cardiothoracic surgery capability.
AEMT-CARD-032,AEMT Cardiology,Aortic Emergencies,You suspect aortic dissection in the patient with tearing chest pain and blood pressure differential. His pain is severe. He is requesting pain medication. Your protocols include fentanyl for pain management. Is it appropriate to give pain medication and why might it be beneficial beyond comfort?,Pain medication is never appropriate for chest pain,Yes pain medication is appropriate and beneficial. Severe pain causes catecholamine release which increases heart rate and blood pressure both of which worsen aortic dissection by increasing shear forces on the damaged aorta. Pain control helps limit these forces,Give aspirin instead of narcotics for chest pain,Wait until the hospital to give any medication,B,Pain management in aortic dissection is not just for patient comfort but is therapeutically important. Severe pain triggers catecholamine release causing tachycardia and hypertension. In aortic dissection elevated heart rate and blood pressure increase shear forces on the aortic wall potentially extending the dissection. Pain control with IV opioids like fentanyl helps reduce these sympathetic responses. The goal is to maintain heart rate below 60 bpm and systolic BP between 100-120 mmHg which typically requires IV beta-blockers at the hospital. At AEMT level providing pain relief with available analgesics helps achieve some of this benefit while transporting.
AEMT-CARD-033,AEMT Cardiology,Cardiac Medications,A 56-year-old male is having chest pain consistent with ACS. You have given aspirin 324 mg and are preparing to give nitroglycerin. Before giving nitroglycerin what questions should you ask and what vital sign must you check?,No questions are needed before giving nitroglycerin,Ask about use of erectile dysfunction medications in the past 24-48 hours right ventricular infarction symptoms and check that systolic BP is above 100 mmHg. Also ask about sensitivity to nitrates and use of other medications,Just check if he has taken nitroglycerin before,Only check blood pressure after giving nitroglycerin,B,Before nitroglycerin administration verify: 1 Systolic BP is above 100 mmHg as NTG causes vasodilation and can drop BP further 2 No use of phosphodiesterase-5 inhibitors sildenafil vardenafil tadalafil within 24-48 hours as the combination can cause profound hypotension 3 No signs of right ventricular infarction inferior MI with hypotension JVD clear lungs as RV infarction is preload-dependent 4 No known sensitivity to nitrates. Also consider recent use of other vasodilating medications. These contraindications can be life-threatening if ignored.
AEMT-CARD-034,AEMT Cardiology,Cardiac Medications,You are treating a 62-year-old female with SVT. Your protocols allow you to assist the patient with vagal maneuvers. Describe the modified Valsalva maneuver and explain why it works.,Have her drink cold water quickly,Have her blow into a syringe or bear down as if having a bowel movement for 15 seconds while semi-recumbent then immediately lay her flat and elevate her legs for 15 seconds. This increases vagal tone slowing AV node conduction and can terminate SVT,Have her cough forcefully,Apply ice to her face only,B,The modified Valsalva maneuver combines straining to increase intrathoracic pressure with postural change to enhance venous return. Have the patient blow into a 10mL syringe or bear down forcefully for 15 seconds while semi-recumbent at 45 degrees. Immediately lay them flat and elevate their legs for 15 seconds. This sequence increases vagal tone more effectively than traditional Valsalva alone. The vagal response slows conduction through the AV node which can interrupt the reentry circuit that causes most SVT. Success rate is approximately 40-50% for modified versus 17-20% for standard Valsalva. This can be attempted multiple times if unsuccessful.
AEMT-CARD-035,AEMT Cardiology,Cardiac Medications,A 70-year-old male with a history of angina is having chest pain. He tells you he took 5 of his nitroglycerin tablets before calling 911. His blood pressure is now 82/54 and he feels dizzy and nauseous. His chest pain has improved to 2 out of 10. What has happened and how should you manage this?,Give him more nitroglycerin since it is working,He has excessive hypotension from nitroglycerin overdose. Lay him supine elevate his legs and give an IV fluid bolus to increase preload and blood pressure. Do NOT give any additional nitroglycerin,His blood pressure is normal,Give aspirin to counteract the nitroglycerin,B,This patient has taken excessive nitroglycerin 5 tablets resulting in significant hypotension from vasodilation. Normal nitroglycerin dosing is up to 3 tablets at 5-minute intervals yet he took 5 likely rapidly. Management of nitroglycerin-induced hypotension includes positioning supine with legs elevated to increase venous return and IV crystalloid bolus to expand intravascular volume and increase preload. The effect of sublingual nitroglycerin is relatively short typically 20-30 minutes so his blood pressure should improve with supportive care. Do not give additional nitroglycerin. Monitor closely and be prepared for complications if his blood pressure does not improve.
AEMT-CARD-036,AEMT Cardiology,Cardiac Medications,You are preparing epinephrine for a cardiac arrest patient. Your epinephrine comes in a prefilled syringe containing 1 mg in 10 mL which is what concentration and what is the correct dose for cardiac arrest?,This is 1:1000 concentration and the dose is 0.1 mg,This is 1:10000 concentration 0.1 mg per mL and the full 1 mg 10 mL is the correct dose for cardiac arrest given IV or IO,This is 1:100000 concentration and you should give 0.5 mg,Give the entire syringe twice for cardiac arrest,B,Epinephrine 1 mg in 10 mL equals 0.1 mg per mL which is 1:10000 concentration. This is the standard preparation for IV or IO administration in cardiac arrest. The dose is 1 mg which is the entire 10 mL given IV or IO push every 3-5 minutes during resuscitation. The 1:10000 concentration should not be confused with 1:1000 concentration 1 mg per mL which is used for IM injection in anaphylaxis. Using the wrong concentration by the wrong route could result in giving 10 times too much or too little medication. Always verify concentration before administration.
AEMT-CARD-037,AEMT Cardiology,Cardiac Medications,A 58-year-old male with a pacemaker presents after feeling his device fire multiple times. He received about 8 shocks over the past hour. He says each shock felt like being kicked in the chest. He is currently alert and in no distress. The cardiac monitor shows normal sinus rhythm at 72 bpm. Vital signs are normal. He has an implantable cardioverter-defibrillator ICD not just a pacemaker. What may be happening and what should you tell him?,His ICD is malfunctioning and should be turned off with a magnet,The ICD may be delivering appropriate shocks for actual arrhythmias or inappropriate shocks from lead malfunction or oversensing. He needs urgent device interrogation. If he is currently stable transport for evaluation. If he receives a shock in your presence apply a magnet over the device to inhibit shocks temporarily,ICDs cannot deliver multiple shocks,This is normal ICD function,B,ICDs deliver shocks to terminate life-threatening ventricular arrhythmias. Multiple shocks may indicate actual VT or VF episodes appropriately treated or may indicate device malfunction such as lead fracture causing oversensing or inappropriate detection. Both require urgent evaluation. If the patient is stable and not receiving shocks transport for device interrogation. If he receives shocks while with you especially if the rhythm appears normal a magnet placed over the ICD will temporarily inhibit shock delivery. The magnet does not affect pacing function. He needs urgent cardiology evaluation for device interrogation and possible lead or generator issues.
AEMT-CARD-038,AEMT Cardiology,Pediatric Cardiology,A 6-month-old infant is brought in by parents who report he turns blue during feeding and crying. He was recently diagnosed with a heart murmur. Currently he is irritable and mildly cyanotic with SpO2 of 78% on room air. He is breathing rapidly at 60 per minute with mild retractions. Vital signs show HR 168 RR 60 BP 82/54. What type of condition might this infant have and what should you do if his cyanosis worsens acutely?,He has pneumonia and needs antibiotics,This infant likely has a cyanotic congenital heart defect such as Tetralogy of Fallot. The hypercyanotic spell or tet spell treatment is to place him in knee-to-chest position provide oxygen keep him calm and transport. The knee-chest position increases systemic vascular resistance and improves pulmonary blood flow,Give him albuterol for his breathing,This is normal for infants,B,Cyanosis that worsens with feeding or crying in an infant with known heart murmur strongly suggests cyanotic congenital heart disease. Tetralogy of Fallot is a common cause of hypercyanotic spells or tet spells where right-to-left shunting worsens causing profound cyanosis. The knee-to-chest position increases systemic vascular resistance which reduces right-to-left shunting and improves pulmonary blood flow. Keep the infant calm as crying increases oxygen demand. Provide supplemental oxygen though its effect is limited in right-to-left shunting. IV morphine if available may help reduce hyperpnea and calm the infant. Transport urgently to pediatric cardiac center.
AEMT-CARD-039,AEMT Cardiology,Pediatric Cardiology,A 4-year-old child presents with sudden onset of palpitations and looking pale. His mother says his heart is beating really fast. He has no cardiac history. He is alert but anxious. Vital signs are BP 86/58 HR 240 RR 28 SpO2 98%. The cardiac monitor shows a regular narrow complex tachycardia at 240 bpm. What is the most likely rhythm and what is appropriate management at the AEMT level?,This is ventricular tachycardia and he needs immediate defibrillation,This is supraventricular tachycardia SVT which is the most common symptomatic tachyarrhythmia in children. Provide supportive care attempt vagal maneuvers if trained and transport. Ice to the face diving reflex may help in children,Children cannot have SVT,His heart rate is normal for a scared child,B,SVT is the most common symptomatic tachyarrhythmia in pediatrics. Heart rates of 220-280 bpm are typical in infants and children with SVT. The narrow complex regular rhythm at 240 bpm is consistent with SVT. Vagal maneuvers that work in children include ice or cold wet cloth to the face which triggers the diving reflex. Have the child blow through a straw or blow up a balloon for older cooperative children. These maneuvers may terminate SVT. If the child becomes unstable hypotensive altered or shows signs of heart failure cardioversion is indicated which is an ALS intervention. Provide supportive care and transport.
AEMT-CARD-040,AEMT Cardiology,Geriatric Cardiology,An 85-year-old female presents with weakness and fatigue. She lives alone and has become increasingly debilitated over the past week. She takes multiple medications including metoprolol lisinopril furosemide digoxin and potassium. Her daughter is concerned she may be confused about her medications. Vital signs are BP 94/62 HR 48 irregular RR 16 SpO2 95%. Blood glucose is 92. The cardiac monitor shows an irregular bradycardia with occasional PVCs. She has nausea and reports seeing yellow halos around lights. What toxicity should you consider?,She is having a stroke,Consider digoxin toxicity. Classic signs include GI symptoms nausea vomiting cardiac arrhythmias bradycardia PVCs heart blocks and visual disturbances especially yellow-green halos xanthopsia. Her age medications and renal function create high risk for toxicity,She is just dehydrated,Her symptoms are from not eating,B,Digoxin toxicity is common in elderly patients especially those with renal impairment taking multiple medications or with electrolyte imbalances. The therapeutic window for digoxin is narrow. Classic symptoms include GI manifestations nausea vomiting anorexia cardiac arrhythmias almost any arrhythmia but classically bradycardia AV blocks PVCs and atrial tachycardia with block and visual disturbances particularly yellow-green halos around lights. Her medication regimen with furosemide which can cause hypokalemia increases digoxin toxicity risk. Treatment is supportive with IV access monitoring and transport. Severe toxicity may require digoxin-specific antibody fragments at the hospital.
AEMT-CARD-041,AEMT Cardiology,Geriatric Cardiology,A 78-year-old male fell at home 2 days ago and has had increasing confusion and left-sided weakness since then. He has a history of atrial fibrillation and takes warfarin. His INR was 3.8 at his last check which is above the therapeutic range of 2-3. He has a large bruise on his right forehead from the fall. Vital signs are BP 168/94 HR 78 irregular RR 16 SpO2 97%. He is oriented only to person. What do you suspect and why is his warfarin status important?,He had a stroke from his atrial fibrillation,Suspect subdural hematoma. Elderly patients on anticoagulation are at very high risk for intracranial bleeding even from minor trauma. His supratherapeutic INR increases this risk further. The delayed onset of symptoms over days is typical for subdural hematoma. Transport urgently for CT and possible anticoagulation reversal,His symptoms are from his fall and will improve,Confusion is normal in elderly patients,B,Subdural hematoma results from tearing of bridging veins between the brain and dura. Elderly patients are at high risk because brain atrophy stretches these veins. Anticoagulation particularly with supratherapeutic levels dramatically increases risk and severity. Subdural hematoma typically develops slowly over days to weeks with gradually worsening symptoms unlike epidural hematoma which progresses rapidly. Symptoms include headache confusion personality changes and focal neurological deficits. This patient needs urgent CT imaging and likely anticoagulation reversal with vitamin K and prothrombin complex concentrate or fresh frozen plasma. Transport with close monitoring.
AEMT-CARD-042,AEMT Cardiology,Cardiac Monitoring,You are transporting a patient with chest pain. The cardiac monitor shows ST elevation in the limb leads but you notice there is significant artifact making interpretation difficult. The patient is moving and the ambulance is on a bumpy road. What can you do to improve ECG quality?,Nothing can be done about motion artifact,Reduce artifact by ensuring electrodes are properly adhered to clean dry skin. Place electrodes on bony prominences to reduce muscle artifact. Ask the patient to remain still if possible and try to obtain the ECG during a smoother portion of transport. Replace dried-out electrodes,Switch to a 3-lead instead of 12-lead,Ignore the artifact and interpret the ECG anyway,B,Motion artifact can significantly impair ECG interpretation. Strategies to reduce artifact include proper skin preparation clean dry shaved if needed ensuring good electrode contact replacing old or dried-out electrodes placing electrodes over bony prominences rather than muscle minimizing patient movement and obtaining ECGs during smoother portions of transport if possible. If artifact persists note it in your documentation and relay to the receiving facility that artifact was present. Do not over-interpret a poor quality tracing but also do not dismiss concerning findings. Multiple tracings during transport may help capture a cleaner image.
AEMT-CARD-043,AEMT Cardiology,Cardiac Monitoring,You are monitoring a patient with a history of pacemaker. The cardiac monitor shows regular pacer spikes at 70 per minute each followed by a QRS complex. The patient is feeling well with stable vital signs. Suddenly the monitor shows pacer spikes still at 70 per minute but now every third spike is not followed by a QRS complex. The patient begins to feel dizzy. What is happening?,The monitor is malfunctioning,The pacemaker has intermittent failure to capture where some pacer spikes are not resulting in cardiac depolarization. The patient is symptomatic because his effective heart rate has dropped. This is a pacemaker malfunction requiring urgent evaluation,This is normal pacemaker function,The electrodes need to be replaced,B,Failure to capture occurs when the pacemaker generates an impulse pacer spike but the impulse does not cause myocardial depolarization no QRS following the spike. Intermittent failure to capture means some spikes capture and others do not. This patient's pacemaker is firing at 70 per minute but only 2 of every 3 impulses are capturing giving an effective heart rate of approximately 47 per minute. Causes include lead dislodgement or fracture battery depletion elevated capture threshold from fibrosis or electrolyte abnormalities. The patient is symptomatic from the reduced heart rate. This requires urgent cardiology evaluation and possibly temporary transcutaneous pacing if severely symptomatic.
AEMT-CARD-044,AEMT Cardiology,Cardiac Monitoring,A 55-year-old male presents with palpitations. You place him on the cardiac monitor and see an irregular rhythm with a rate varying between 80-150 bpm. There are no identifiable P waves and the R-R intervals are completely irregular. The QRS complexes are narrow. The patient feels his heart racing then slowing then racing again. What is this rhythm?,Sinus arrhythmia,Atrial fibrillation with variable ventricular response. The irregular irregularity with absent P waves and varying R-R intervals is pathognomonic. The narrow QRS indicates conduction through the normal pathway,Multifocal atrial tachycardia,Frequent PVCs,B,Atrial fibrillation is characterized by irregularly irregular rhythm with absent organized P waves. The atria are fibrillating at 300-600 times per minute creating an irregular baseline without distinct P waves. The AV node conducts some of these impulses to the ventricles in an unpredictable pattern creating the irregularly irregular ventricular response. QRS complexes are narrow unless there is a bundle branch block or aberrant conduction. Symptoms may include palpitations fatigue dyspnea and exercise intolerance. At AEMT level management is supportive with monitoring IV access and transport. Rate control medications are typically ALS or hospital level interventions.
AEMT-CARD-045,AEMT Cardiology,Cardiac Monitoring,You are monitoring a 72-year-old female who had syncope. The cardiac monitor suddenly shows a pause with no ventricular activity for 4.2 seconds before the rhythm returns. The patient says she felt lightheaded during the pause. What does this finding indicate and what should you prepare for?,A 4-second pause is normal,This significant pause 4.2 seconds indicates sinus node dysfunction sick sinus syndrome or high-degree AV block. Pauses greater than 3 seconds are concerning for causing syncope. She is at risk for recurrent pauses that could be longer. Prepare for possible cardiac arrest and consider transcutaneous pacing if available and within scope,Her monitor lead fell off,This is artifact,B,A pause greater than 3 seconds can cause cerebral hypoperfusion leading to syncope or near-syncope as this patient experienced. This suggests significant conduction system disease either sinus node dysfunction failure to generate impulses or AV block failure to conduct impulses. This patient is at risk for longer pauses that could cause cardiac arrest. At AEMT level establish IV access monitor closely and prepare for possible deterioration. If the patient becomes unstable with prolonged pauses or develops cardiac arrest transcutaneous pacing may be indicated. She will likely need permanent pacemaker implantation.
AEMT-CARD-046,AEMT Cardiology,Cardiac Monitoring,A 68-year-old male is having an acute MI. While monitoring him he suddenly develops ventricular fibrillation. He is immediately pulseless and unconscious. What is your immediate action?,Start CPR for 2 minutes before analyzing the rhythm,Immediately defibrillate with maximum energy then begin CPR. Do not delay defibrillation for witnessed VF arrest,Give epinephrine first then defibrillate,Check for a pulse for 60 seconds to confirm,B,For witnessed ventricular fibrillation immediate defibrillation is the priority. Each minute of delay in defibrillation reduces survival by 7-10%. Since you witnessed the arrest and the monitor shows VF defibrillate immediately at maximum energy typically 200 joules biphasic. After the shock immediately begin CPR for 2 minutes before rechecking the rhythm. Do not delay defibrillation to perform CPR in witnessed VF. After the initial shock follow standard VF algorithm with CPR rhythm checks and medications. The exception to immediate defibrillation is unwitnessed arrests where a brief period of CPR before shocking may improve success.
AEMT-CARD-047,AEMT Cardiology,Special Situations,A 45-year-old male presents with chest pain after using cocaine approximately 30 minutes ago. He is anxious agitated and diaphoretic. His pupils are dilated. Vital signs are BP 192/118 HR 138 RR 24 SpO2 98%. ECG shows sinus tachycardia with nonspecific ST changes. What is different about managing potential cocaine-induced ACS and what medication commonly used in ACS is contraindicated?,Treat him the same as any ACS patient with aspirin and nitroglycerin,Cocaine causes coronary vasospasm and direct cardiotoxicity. Aspirin and nitroglycerin are appropriate. However beta-blockers are contraindicated because blocking beta receptors allows unopposed alpha stimulation worsening coronary vasospasm and hypertension,Give beta-blockers to slow his heart rate,Cocaine users cannot have heart attacks,B,Cocaine causes cardiovascular toxicity through multiple mechanisms including coronary vasospasm increased oxygen demand from tachycardia and hypertension and direct cardiotoxicity. It can cause MI even in young patients with normal coronary arteries. Treatment differs from standard ACS in one critical way: beta-blockers are contraindicated. Beta-blockade leaves alpha-adrenergic stimulation unopposed which can worsen coronary vasospasm and hypertension. Treatment includes aspirin nitroglycerin and benzodiazepines for agitation which reduces catecholamine excess. At AEMT level provide standard ACS care with aspirin and nitroglycerin but note the cocaine use for the receiving team to avoid beta-blockers.
AEMT-CARD-048,AEMT Cardiology,Special Situations,A 32-year-old male is experiencing a panic attack according to his girlfriend. He reports chest tightness palpitations shortness of breath numbness in his hands and face and a feeling of impending doom. He is hyperventilating and very anxious. He has had similar episodes before diagnosed as panic attacks. Vital signs are BP 142/88 HR 112 RR 28 SpO2 99%. ECG shows sinus tachycardia. How should you approach this patient?,Tell him to calm down and breathe into a paper bag,Take his symptoms seriously. Panic attacks are a diagnosis of exclusion. Perform a complete assessment including ECG and vital signs to rule out cardiac or other medical causes. Provide reassurance but transport for evaluation if any concern for organic cause,He does not need medical attention for panic attacks,Give him medication to calm down,B,While panic attacks can cause symptoms identical to cardiac emergencies including chest pain palpitations dyspnea and sense of doom they are a diagnosis of exclusion. You cannot definitively diagnose panic attack in the field. Serious conditions like MI PE and arrhythmias can present identically. Perform a thorough assessment including complete history vital signs and ECG. Even if he has a history of panic attacks each episode could be something more serious. Provide calm reassurance and coaching for slow breathing which may help if it is indeed panic. Do not have him breathe into a paper bag as this can worsen hypoxia if there is an underlying medical cause.
AEMT-CARD-049,AEMT Cardiology,Documentation,You treated a patient with chest pain and suspected ACS. You gave aspirin 324 mg nitroglycerin 0.4 mg sublingual x 2 and transported to the hospital. The patient's pain improved from 8 out of 10 to 3 out of 10 with treatment. What are the critical elements to document for this cardiac patient?,Only document the medications given,Document symptom onset time and characteristics quality location radiation severity associated symptoms. Document vital signs before and after each intervention. Document medication times doses routes and patient response. Document ECG findings and interpretation. Include cardiac risk factors and relevant medical history,Document only the chief complaint and disposition,Documentation is not important for ACS patients,B,Thorough documentation for ACS patients is critical for continuity of care and potential legal purposes. Key elements include precise symptom onset time critical for thrombolytic and PCI decisions symptom characteristics OPQRST vital signs at multiple time points especially before and after medications all interventions with exact times doses routes and patient response including pain scale ECG interpretation noting any ST changes relevant history including cardiac risk factors and medications and response to treatment. Document aspirin and nitroglycerin times and effects specifically. If the patient refused any recommended treatment document that discussion. Clear complete documentation ensures the receiving team has all information needed.
AEMT-CARD-050,AEMT Cardiology,Documentation,During transport of your ACS patient his condition suddenly deteriorates. He becomes unresponsive and the monitor shows ventricular fibrillation. You successfully resuscitate him with defibrillation and CPR and he regains a pulse after 4 minutes. What additional documentation is now critical?,No additional documentation is needed,Document the exact time of arrest rhythm at arrest all interventions with times including each shock CPR intervals and medications time of ROSC and post-ROSC vital signs and rhythm. Document any changes in neurological status and all treatments provided,Only document that CPR was performed,Wait until you reach the hospital to document,B,Cardiac arrest documentation requires precise times for all events and interventions. Critical elements include time arrest was recognized initial rhythm exact time and energy of each defibrillation attempt CPR start and stop times noting any interruptions and reasons medication names doses routes and times airway interventions time of ROSC return of spontaneous circulation post-ROSC rhythm vital signs and mental status and any complications. This documentation is essential for quality review determines performance metrics and may be needed for legal purposes. It also guides ongoing care as the duration of arrest affects prognosis and treatment decisions. Document as events occur or immediately after if actively resuscitating.
